date,warehouse_id,warehouse_name,region,product_id,product_name,category,supplier_name,lead_time_days,unit_cost,unit_price,beginning_inventory,units_received,units_demanded,units_sold,ending_inventory,reorder_point,safety_stock,stockout_flag,days_of_supply
2026-05-20,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,8,28.0,64.99,21,64,6,6,79,44,12,False,19.8
2026-05-21,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,7,28.0,64.99,79,0,5,5,74,44,12,False,18.5
2026-05-22,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,5,28.0,64.99,74,0,0,0,74,44,12,False,18.5
2026-05-23,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,6,28.0,64.99,74,0,3,3,71,44,12,False,17.8
2026-05-24,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,6,28.0,64.99,71,0,3,3,68,44,12,False,17.0
2026-05-25,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,7,28.0,64.99,68,0,2,2,66,44,12,False,16.5
2026-05-26,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,8,28.0,64.99,66,0,3,3,63,44,12,False,15.8
2026-05-27,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,7,28.0,64.99,63,0,3,3,60,44,12,False,15.0
2026-05-28,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,8,28.0,64.99,60,0,8,8,52,44,12,False,13.0
2026-05-29,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,7,28.0,64.99,52,0,4,4,48,44,12,False,12.0
2026-05-30,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,10,28.0,64.99,48,0,5,5,43,44,12,False,10.8
2026-05-31,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,8,28.0,64.99,43,0,4,4,39,44,12,False,9.8
2026-06-01,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,7,28.0,64.99,39,0,1,1,38,44,12,False,9.5
2026-06-02,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,8,28.0,64.99,38,0,3,3,35,44,12,False,8.8
2026-06-03,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,9,28.0,64.99,35,0,4,4,31,44,12,False,7.8
2026-06-04,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,8,28.0,64.99,31,0,6,6,25,44,12,False,6.2
2026-06-05,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,10,28.0,64.99,25,0,5,5,20,44,12,False,5.0
2026-06-06,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,6,28.0,64.99,20,0,2,2,18,44,12,False,4.5
2026-06-07,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,8,28.0,64.99,18,0,2,2,16,44,12,False,4.0
2026-06-08,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,8,28.0,64.99,16,0,6,6,10,44,12,False,2.5
2026-06-09,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,9,28.0,64.99,10,64,7,7,67,44,12,False,16.8
2026-06-10,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,9,28.0,64.99,67,0,3,3,64,44,12,False,16.0
2026-06-11,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,6,28.0,64.99,64,0,3,3,61,44,12,False,15.2
2026-06-12,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,7,28.0,64.99,61,0,3,3,58,44,12,False,14.5
2026-06-13,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,9,28.0,64.99,58,0,3,3,55,44,12,False,13.8
2026-06-14,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,9,28.0,64.99,55,0,4,4,51,44,12,False,12.8
2026-06-15,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,6,28.0,64.99,51,0,2,2,49,44,12,False,12.2
2026-06-16,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,7,28.0,64.99,49,0,3,3,46,44,12,False,11.5
2026-06-17,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,10,28.0,64.99,46,0,4,4,42,44,12,False,10.5
2026-06-18,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,8,28.0,64.99,42,0,2,2,40,44,12,False,10.0
2026-06-19,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,5,28.0,64.99,40,0,2,2,38,44,12,False,9.5
2026-06-20,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,8,28.0,64.99,38,0,4,4,34,44,12,False,8.5
2026-06-21,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,12,28.0,64.99,34,0,5,5,29,44,12,False,7.2
2026-06-22,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,11,28.0,64.99,29,0,2,2,27,44,12,False,6.8
2026-06-23,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,13,28.0,64.99,27,0,5,5,22,44,12,False,5.5
2026-06-24,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,15,28.0,64.99,22,0,2,2,20,44,12,False,5.0
2026-06-25,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,14,28.0,64.99,20,0,5,5,15,44,12,False,3.8
2026-06-26,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,14,28.0,64.99,15,0,6,6,9,44,12,False,2.2
2026-06-27,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,17,28.0,64.99,9,64,3,3,70,44,12,False,17.5
2026-06-28,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,14,28.0,64.99,70,0,4,4,66,44,12,False,16.5
2026-06-29,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,17,28.0,64.99,66,0,2,2,64,44,12,False,16.0
2026-06-30,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,18,28.0,64.99,64,0,7,7,57,44,12,False,14.2
2026-07-01,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,18,28.0,64.99,57,0,2,2,55,44,12,False,13.8
2026-07-02,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,21,28.0,64.99,55,0,4,4,51,44,12,False,12.8
2026-07-03,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,21,28.0,64.99,51,0,10,10,41,44,12,False,10.2
2026-07-04,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,25,28.0,64.99,41,0,3,3,38,44,12,False,9.5
2026-07-05,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,25,28.0,64.99,38,0,3,3,35,44,12,False,8.8
2026-07-06,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,25,28.0,64.99,35,0,4,4,31,44,12,False,7.8
2026-07-07,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,24,28.0,64.99,31,0,3,3,28,44,12,False,7.0
2026-07-08,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,22,28.0,64.99,28,0,5,5,23,44,12,False,5.8
2026-07-09,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,26,28.0,64.99,23,0,3,3,20,44,12,False,5.0
2026-07-10,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,19,28.0,64.99,20,0,8,8,12,44,12,False,3.0
2026-07-11,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,24,28.0,64.99,12,0,2,2,10,44,12,False,2.5
2026-07-12,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,24,28.0,64.99,10,0,3,3,7,44,12,False,1.8
2026-07-13,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,27,28.0,64.99,7,0,5,5,2,44,12,False,0.5
2026-07-14,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,28,28.0,64.99,2,0,8,2,0,44,12,True,0.0
2026-07-15,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,24,28.0,64.99,0,0,4,0,0,44,12,True,0.0
2026-07-16,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,22,28.0,64.99,0,0,3,0,0,44,12,True,0.0
2026-07-17,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,23,28.0,64.99,0,0,0,0,0,44,12,False,0.0
2026-07-18,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,23,28.0,64.99,0,0,1,0,0,44,12,True,0.0
2026-07-19,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,23,28.0,64.99,0,0,4,0,0,44,12,True,0.0
2026-07-20,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,21,28.0,64.99,0,0,3,0,0,44,12,True,0.0
2026-07-21,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,24,28.0,64.99,0,0,4,0,0,44,12,True,0.0
2026-07-22,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,25,28.0,64.99,0,0,5,0,0,44,12,True,0.0
2026-07-23,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,23,28.0,64.99,0,0,3,0,0,44,12,True,0.0
2026-07-24,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,22,28.0,64.99,0,64,6,6,58,44,12,False,14.5
2026-07-25,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,22,28.0,64.99,58,0,2,2,56,44,12,False,14.0
2026-07-26,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,24,28.0,64.99,56,0,1,1,55,44,12,False,13.8
2026-07-27,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,22,28.0,64.99,55,0,5,5,50,44,12,False,12.5
2026-07-28,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,23,28.0,64.99,50,0,2,2,48,44,12,False,12.0
2026-07-29,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,24,28.0,64.99,48,0,4,4,44,44,12,False,11.0
2026-07-30,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,25,28.0,64.99,44,0,2,2,42,44,12,False,10.5
2026-07-31,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,23,28.0,64.99,42,0,4,4,38,44,12,False,9.5
2026-08-01,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,22,28.0,64.99,38,0,6,6,32,44,12,False,8.0
2026-08-02,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,21,28.0,64.99,32,0,3,3,29,44,12,False,7.2
2026-08-03,WH-WEST,Reno DC,West,E4,Smart Home Hub,Electronics,TechSource Asia,23,28.0,64.99,29,0,5,5,24,44,12,False,6.0
2026-05-06,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,87,0,4,4,83,58,14,False,17.3
2026-05-07,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,83,0,5,5,78,58,14,False,16.2
2026-05-08,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,78,0,5,5,73,58,14,False,15.2
2026-05-09,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,73,0,6,6,67,58,14,False,14.0
2026-05-10,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,67,0,5,5,62,58,14,False,12.9
2026-05-11,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,62,0,2,2,60,58,14,False,12.5
2026-05-12,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,60,0,6,6,54,58,14,False,11.2
2026-05-13,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,54,0,10,10,44,58,14,False,9.2
2026-05-14,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,44,0,4,4,40,58,14,False,8.3
2026-05-15,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,40,0,8,8,32,58,14,False,6.7
2026-05-16,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,32,0,4,4,28,58,14,False,5.8
2026-05-17,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,28,0,5,5,23,58,14,False,4.8
2026-05-18,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,23,0,5,5,18,58,14,False,3.7
2026-05-19,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,18,0,6,6,12,58,14,False,2.5
2026-05-20,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,12,0,9,9,3,58,14,False,0.6
2026-05-21,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,3,86,5,5,84,58,14,False,17.5
2026-05-22,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,84,0,7,7,77,58,14,False,16.0
2026-05-23,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,77,0,1,1,76,58,14,False,15.8
2026-05-24,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,76,0,5,5,71,58,14,False,14.8
2026-05-25,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,71,0,5,5,66,58,14,False,13.7
2026-05-26,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,66,0,2,2,64,58,14,False,13.3
2026-05-27,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,64,0,5,5,59,58,14,False,12.3
2026-05-28,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,59,0,2,2,57,58,14,False,11.9
2026-05-29,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,57,0,3,3,54,58,14,False,11.2
2026-05-30,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,54,0,2,2,52,58,14,False,10.8
2026-05-31,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,52,0,3,3,49,58,14,False,10.2
2026-06-01,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,49,0,6,6,43,58,14,False,9.0
2026-06-02,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,43,0,6,6,37,58,14,False,7.7
2026-06-03,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,37,0,4,4,33,58,14,False,6.9
2026-06-04,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,33,0,6,6,27,58,14,False,5.6
2026-06-05,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,27,0,6,6,21,58,14,False,4.4
2026-06-06,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,21,0,3,3,18,58,14,False,3.7
2026-06-07,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,18,86,1,1,103,58,14,False,21.5
2026-06-08,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,103,0,6,6,97,58,14,False,20.2
2026-06-09,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,97,0,4,4,93,58,14,False,19.4
2026-06-10,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,93,0,6,6,87,58,14,False,18.1
2026-06-11,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,87,0,4,4,83,58,14,False,17.3
2026-06-12,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,83,0,5,5,78,58,14,False,16.2
2026-06-13,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,78,0,6,6,72,58,14,False,15.0
2026-06-14,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,72,0,3,3,69,58,14,False,14.4
2026-06-15,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,69,0,4,4,65,58,14,False,13.5
2026-06-16,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,65,0,6,6,59,58,14,False,12.3
2026-06-17,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,59,0,8,8,51,58,14,False,10.6
2026-06-18,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,51,0,3,3,48,58,14,False,10.0
2026-06-19,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,48,0,5,5,43,58,14,False,9.0
2026-06-20,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,43,0,0,0,43,58,14,False,9.0
2026-06-21,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,43,0,1,1,42,58,14,False,8.7
2026-06-22,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,42,0,4,4,38,58,14,False,7.9
2026-06-23,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,38,0,7,7,31,58,14,False,6.5
2026-06-24,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,31,0,2,2,29,58,14,False,6.0
2026-06-25,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,29,0,3,3,26,58,14,False,5.4
2026-06-26,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,26,86,4,4,108,58,14,False,22.5
2026-06-27,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,108,0,6,6,102,58,14,False,21.2
2026-06-28,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,102,0,4,4,98,58,14,False,20.4
2026-06-29,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,98,0,1,1,97,58,14,False,20.2
2026-06-30,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,97,0,5,5,92,58,14,False,19.2
2026-07-01,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,92,0,3,3,89,58,14,False,18.5
2026-07-02,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,89,0,5,5,84,58,14,False,17.5
2026-07-03,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,84,0,3,3,81,58,14,False,16.9
2026-07-04,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,81,0,2,2,79,58,14,False,16.5
2026-07-05,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,79,0,6,6,73,58,14,False,15.2
2026-07-06,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,73,0,4,4,69,58,14,False,14.4
2026-07-07,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,69,0,8,8,61,58,14,False,12.7
2026-07-08,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,61,0,8,8,53,58,14,False,11.0
2026-07-09,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,53,0,5,5,48,58,14,False,10.0
2026-07-10,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,48,0,5,5,43,58,14,False,9.0
2026-07-11,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,43,0,1,1,42,58,14,False,8.7
2026-07-12,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,42,0,4,4,38,58,14,False,7.9
2026-07-13,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,38,0,7,7,31,58,14,False,6.5
2026-07-14,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,31,0,6,6,25,58,14,False,5.2
2026-07-15,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,25,0,11,11,14,58,14,False,2.9
2026-07-16,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,14,0,1,1,13,58,14,False,2.7
2026-07-17,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,13,0,3,3,10,58,14,False,2.1
2026-07-18,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,10,86,2,2,94,58,14,False,19.6
2026-07-19,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,94,0,5,5,89,58,14,False,18.5
2026-07-20,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,89,0,5,5,84,58,14,False,17.5
2026-07-21,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,84,0,4,4,80,58,14,False,16.7
2026-07-22,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,80,0,6,6,74,58,14,False,15.4
2026-07-23,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,74,0,4,4,70,58,14,False,14.6
2026-07-24,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,70,0,9,9,61,58,14,False,12.7
2026-07-25,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,61,0,6,6,55,58,14,False,11.5
2026-07-26,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,55,0,5,5,50,58,14,False,10.4
2026-07-27,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,50,0,1,1,49,58,14,False,10.2
2026-07-28,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,49,0,5,5,44,58,14,False,9.2
2026-07-29,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,9,9.0,24.99,44,0,4,4,40,58,14,False,8.3
2026-07-30,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,40,0,7,7,33,58,14,False,6.9
2026-07-31,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,33,0,9,9,24,58,14,False,5.0
2026-08-01,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,10,9.0,24.99,24,0,4,4,20,58,14,False,4.2
2026-08-02,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,20,86,2,2,104,58,14,False,21.7
2026-08-03,WH-WEST,Reno DC,West,E5,Wireless Charging Pad,Electronics,Global Circuits Ltd,8,9.0,24.99,104,0,3,3,101,58,14,False,21.0
2026-05-06,WH-WEST,Reno DC,West,H1,Stainless Steel Water Bottle,Home & Kitchen,HomeGoods Direct,11,6.5,19.99,124,0,5,5,119,83,19,False,18.6
2026-05-07,WH-WEST,Reno DC,West,H1,Stainless Steel Water Bottle,Home & Kitchen,HomeGoods Direct,11,6.5,19.99,119,0,9,9,110,83,19,False,17.2
2026-05-08,WH-WEST,Reno DC,West,H1,Stainless Steel Water Bottle,Home & Kitchen,HomeGoods Direct,10,6.5,19.99,110,0,8,8,102,83,19,False,15.9
2026-05-09,WH-WEST,Reno DC,West,H1,Stainless Steel Water Bottle,Home & Kitchen,HomeGoods Direct,11,6.5,19.99,102,0,2,2,100,83,19,False,15.6
2026-05-10,WH-WEST,Reno DC,West,H1,Stainless Steel Water Bottle,Home & Kitchen,HomeGoods Direct,10,6.5,19.99,100,0,2,2,98,83,19,False,15.3
2026-05-11,WH-WEST,Reno DC,West,H1,Stainless Steel Water Bottle,Home & Kitchen,HomeGoods Direct,10,6.5,19.99,98,0,7,7,91,83,19,False,14.2
2026-05-12,WH-WEST,Reno DC,West,H1,Stainless Steel Water Bottle,Home & Kitchen,HomeGoods Direct,11,6.5,19.99,91,0,9,9,82,83,19,False,12.8
