employee_id,review_year,review_period,rating,potential,manager_score,goals_met_pct
100315,2025,Annual,Exceptional,High,9.1,86
100316,2025,Annual,Below Expectations,Low,4.4,34
100317,2024,Annual,Exceeds Expectations,High,7.6,71
100317,2025,Annual,Exceptional,High,8.9,89
100319,2022,Annual,Meets Expectations,Medium,5.4,52
100319,2023,Annual,Meets Expectations,Low,5.1,63
100319,2024,Annual,Below Expectations,Medium,3.7,38
100319,2025,Annual,Meets Expectations,Low,6.9,52
100320,2023,Annual,Meets Expectations,Medium,5.9,62
100320,2024,Annual,Meets Expectations,Low,6.1,68
100320,2025,Annual,Meets Expectations,Low,7.0,60
100321,2022,Annual,Meets Expectations,Medium,5.7,63
100321,2023,Annual,Exceptional,High,9.7,93
100321,2024,Annual,Below Expectations,Low,3.5,30
100321,2025,Annual,Meets Expectations,Medium,5.2,70
100323,2022,Annual,Below Expectations,Medium,4.0,49
100323,2023,Annual,Meets Expectations,Medium,6.4,53
100323,2024,Annual,Below Expectations,Medium,4.0,45
100323,2025,Annual,Exceeds Expectations,High,7.9,74
100324,2022,Annual,Exceeds Expectations,Medium,7.6,71
100324,2023,Annual,Meets Expectations,Medium,6.3,59
100324,2024,Annual,Below Expectations,Medium,3.8,31
100324,2025,Annual,Meets Expectations,Medium,5.7,65
100325,2022,Annual,Below Expectations,Medium,3.2,45
100325,2023,Annual,Exceeds Expectations,High,7.8,81
100325,2024,Annual,Meets Expectations,Medium,5.4,64
100325,2025,Annual,Meets Expectations,Medium,6.7,59
100327,2022,Annual,Unsatisfactory,Low,2.4,13
100327,2023,Annual,Meets Expectations,Medium,6.0,60
100327,2024,Annual,Below Expectations,Low,3.4,48
100327,2025,Annual,Below Expectations,Low,4.9,46
100328,2025,Annual,Exceeds Expectations,High,8.2,72
100329,2025,Annual,Exceeds Expectations,High,7.5,83
100330,2022,Annual,Exceeds Expectations,High,7.9,79
100330,2023,Annual,Exceeds Expectations,High,8.0,72
100330,2024,Annual,Exceeds Expectations,Medium,8.3,77
100330,2025,Annual,Meets Expectations,Medium,7.0,59
100331,2022,Annual,Meets Expectations,Low,6.2,63
100331,2023,Annual,Meets Expectations,Medium,6.1,54
100331,2024,Annual,Exceeds Expectations,Medium,7.6,75
100331,2025,Annual,Meets Expectations,Medium,5.9,67
100332,2022,Annual,Below Expectations,Low,3.8,40
100332,2023,Annual,Meets Expectations,Medium,5.4,51
100332,2024,Annual,Exceeds Expectations,Medium,7.2,76
100332,2025,Annual,Meets Expectations,Medium,6.1,64
100333,2022,Annual,Meets Expectations,Medium,5.0,67
100333,2023,Annual,Meets Expectations,Medium,5.1,64
100333,2024,Annual,Exceeds Expectations,High,8.0,83
100333,2025,Annual,Exceeds Expectations,Medium,7.9,73
100334,2022,Annual,Exceeds Expectations,Medium,7.7,77
100334,2023,Annual,Meets Expectations,Medium,5.1,67
100334,2024,Annual,Meets Expectations,Medium,6.8,66
100334,2025,Annual,Meets Expectations,Medium,5.5,59
100335,2022,Annual,Exceeds Expectations,Medium,8.0,70
100335,2023,Annual,Meets Expectations,Medium,6.5,53
100335,2024,Annual,Meets Expectations,Low,6.2,68
100335,2025,Annual,Meets Expectations,Medium,5.3,54
100338,2025,Annual,Meets Expectations,Medium,5.5,57
100339,2025,Annual,Exceeds Expectations,Medium,8.3,70
100340,2022,Annual,Meets Expectations,Medium,6.5,58
100340,2023,Annual,Exceeds Expectations,Medium,7.2,80
100340,2024,Annual,Meets Expectations,Low,7.0,51
100340,2025,Annual,Unsatisfactory,Low,2.1,2
100341,2022,Annual,Meets Expectations,Medium,5.2,53
100341,2023,Annual,Exceeds Expectations,Medium,7.5,84
100341,2024,Annual,Below Expectations,Low,3.6,50
100341,2025,Annual,Exceeds Expectations,High,7.1,83
100342,2024,Annual,Below Expectations,Medium,3.8,38
100342,2025,Annual,Exceeds Expectations,Medium,8.0,81
100343,2022,Annual,Meets Expectations,Medium,6.2,63
100343,2023,Annual,Meets Expectations,Medium,5.1,62
100343,2024,Annual,Unsatisfactory,Low,2.2,18
100343,2025,Annual,Exceptional,High,9.7,85
100344,2022,Annual,Below Expectations,Medium,4.1,40
100344,2023,Annual,Meets Expectations,Medium,6.6,52
100344,2024,Annual,Below Expectations,Low,4.8,48
100344,2025,Annual,Below Expectations,Low,3.9,35
100345,2022,Annual,Exceeds Expectations,High,8.2,71
100345,2023,Annual,Meets Expectations,Medium,5.8,54
100345,2024,Annual,Below Expectations,Medium,4.6,50
100345,2025,Annual,Meets Expectations,Medium,5.6,67
100346,2022,Annual,Exceeds Expectations,Medium,7.0,76
100346,2023,Annual,Exceeds Expectations,Medium,7.6,75
100346,2024,Annual,Exceeds Expectations,Medium,7.2,70
100346,2025,Annual,Meets Expectations,Low,5.3,70
100347,2022,Annual,Meets Expectations,Medium,5.0,65
100347,2023,Annual,Below Expectations,Low,3.5,34
100347,2024,Annual,Below Expectations,Medium,3.5,34
100347,2025,Annual,Meets Expectations,Medium,5.7,58
100349,2022,Annual,Meets Expectations,Medium,5.5,58
100349,2023,Annual,Meets Expectations,Medium,5.9,70
100349,2024,Annual,Exceeds Expectations,High,7.2,83
100349,2025,Annual,Exceeds Expectations,Medium,8.3,73
100350,2024,Annual,Meets Expectations,Medium,6.9,60
100350,2025,Annual,Unsatisfactory,Low,1.9,8
100351,2022,Annual,Below Expectations,Low,3.4,39
100351,2023,Annual,Exceeds Expectations,Medium,8.0,83
100351,2024,Annual,Meets Expectations,Low,5.7,60
100351,2025,Annual,Meets Expectations,Medium,6.2,59
100352,2022,Annual,Below Expectations,Low,4.7,40
100352,2023,Annual,Exceeds Expectations,Medium,8.3,72
100352,2024,Annual,Meets Expectations,Low,5.6,60
100352,2025,Annual,Meets Expectations,Medium,5.7,59
100355,2022,Annual,Meets Expectations,Medium,6.3,55
100355,2023,Annual,Meets Expectations,Low,6.0,53
100355,2024,Annual,Exceptional,Medium,8.5,97
100355,2025,Annual,Meets Expectations,Low,5.7,51
100356,2024,Annual,Meets Expectations,Medium,6.5,55
100356,2025,Annual,Meets Expectations,Medium,5.2,54
100357,2022,Annual,Exceeds Expectations,High,7.7,81
100357,2023,Annual,Meets Expectations,Low,6.0,69
100357,2024,Annual,Exceptional,Medium,9.0,89
100357,2025,Annual,Meets Expectations,Medium,5.4,58
100358,2022,Annual,Meets Expectations,Medium,6.4,61
100358,2023,Annual,Exceeds Expectations,High,8.3,81
100358,2024,Annual,Exceeds Expectations,High,7.9,76
100358,2025,Annual,Below Expectations,Low,3.2,32
100359,2022,Annual,Below Expectations,Medium,3.1,46
100359,2023,Annual,Exceeds Expectations,Medium,8.3,77
100359,2024,Annual,Unsatisfactory,Low,0.5,6
100359,2025,Annual,Meets Expectations,Medium,5.8,70
100360,2025,Annual,Meets Expectations,Low,6.0,57
100361,2022,Annual,Meets Expectations,Medium,5.1,58
100361,2023,Annual,Exceeds Expectations,Medium,7.7,84
100361,2024,Annual,Exceptional,High,8.6,96
100361,2025,Annual,Meets Expectations,Low,6.2,60
100362,2022,Annual,Meets Expectations,Medium,6.6,63
100362,2023,Annual,Exceeds Expectations,Medium,7.2,78
100362,2024,Annual,Meets Expectations,Medium,5.1,68
100362,2025,Annual,Meets Expectations,Medium,5.8,59
100364,2024,Annual,Below Expectations,Low,4.8,44
100364,2025,Annual,Meets Expectations,Low,5.5,68
100365,2022,Annual,Meets Expectations,Medium,5.7,63
100365,2023,Annual,Meets Expectations,Low,5.1,50
100365,2024,Annual,Meets Expectations,Medium,5.4,56
100365,2025,Annual,Meets Expectations,Medium,7.0,62
100366,2024,Annual,Exceeds Expectations,Medium,7.4,79
100366,2025,Annual,Meets Expectations,Low,5.7,53
100367,2023,Annual,Meets Expectations,Medium,6.8,54
100367,2024,Annual,Meets Expectations,Medium,5.5,59
100367,2025,Annual,Unsatisfactory,Low,1.4,3
100368,2022,Annual,Exceptional,High,9.0,92
100368,2023,Annual,Exceptional,Medium,8.6,92
100368,2024,Annual,Exceeds Expectations,High,7.5,79
100368,2025,Annual,Meets Expectations,Medium,6.0,55
100369,2024,Annual,Exceeds Expectations,Medium,7.2,75
100369,2025,Annual,Below Expectations,Low,4.3,45
100370,2022,Annual,Exceptional,Medium,9.9,85
100370,2023,Annual,Meets Expectations,Medium,5.6,54
100370,2024,Annual,Meets Expectations,Medium,5.8,58
100370,2025,Annual,Below Expectations,Low,3.6,40
100371,2024,Annual,Meets Expectations,Low,5.5,70
100371,2025,Annual,Exceeds Expectations,Medium,7.7,77
100372,2022,Annual,Exceptional,High,9.9,99
100372,2023,Annual,Exceptional,Medium,8.8,86
100372,2024,Annual,Meets Expectations,Medium,5.3,65
100373,2024,Annual,Meets Expectations,Low,6.5,64
100373,2025,Annual,Meets Expectations,Medium,5.3,56
100374,2022,Annual,Meets Expectations,Medium,6.8,52
100374,2023,Annual,Exceeds Expectations,High,8.3,73
100374,2024,Annual,Meets Expectations,Medium,6.7,57
100374,2025,Annual,Meets Expectations,Medium,5.2,58
100375,2022,Annual,Exceptional,High,9.5,89
100375,2023,Annual,Meets Expectations,Medium,5.2,53
100375,2024,Annual,Exceptional,Medium,8.7,96
100375,2025,Annual,Exceeds Expectations,Medium,8.3,79
100377,2025,Annual,Meets Expectations,Medium,6.8,56
100378,2023,Annual,Exceeds Expectations,Medium,8.3,85
100378,2024,Annual,Exceeds Expectations,Medium,8.3,73
100378,2025,Annual,Meets Expectations,Low,6.0,50
100379,2022,Annual,Exceeds Expectations,Medium,8.0,71
100379,2023,Annual,Unsatisfactory,Low,2.0,1
100379,2024,Annual,Exceeds Expectations,High,7.3,77
100379,2025,Annual,Exceeds Expectations,Medium,8.4,71
100381,2025,Annual,Exceeds Expectations,Medium,7.5,84
100382,2022,Annual,Meets Expectations,Medium,6.0,69
100382,2023,Annual,Unsatisfactory,Low,2.8,20
100382,2024,Annual,Exceeds Expectations,High,8.4,79
100382,2025,Annual,Exceeds Expectations,Medium,7.2,82
100383,2022,Annual,Meets Expectations,Low,5.2,57
100383,2023,Annual,Exceeds Expectations,Medium,7.7,77
100383,2024,Annual,Meets Expectations,Low,6.8,62
100383,2025,Annual,Meets Expectations,Medium,6.3,56
100384,2022,Annual,Meets Expectations,Medium,5.4,68
100384,2023,Annual,Exceptional,Medium,9.6,100
100384,2024,Annual,Below Expectations,Low,4.9,31
100384,2025,Annual,Meets Expectations,Medium,5.4,57
100385,2022,Annual,Exceeds Expectations,High,8.3,82
100385,2023,Annual,Meets Expectations,Medium,5.3,67
100385,2024,Annual,Exceeds Expectations,High,8.0,70
100385,2025,Annual,Exceeds Expectations,Medium,8.2,76
100387,2022,Annual,Below Expectations,Low,3.4,31
100387,2023,Annual,Exceeds Expectations,Medium,7.3,80
100387,2024,Annual,Below Expectations,Medium,3.2,39
100387,2025,Annual,Meets Expectations,Low,6.6,51
100388,2022,Annual,Meets Expectations,Medium,7.0,61
100388,2023,Annual,Meets Expectations,Medium,7.0,53
100388,2024,Annual,Below Expectations,Medium,3.4,50
100388,2025,Annual,Exceptional,High,8.6,100
100389,2022,Annual,Unsatisfactory,Low,2.5,4
100389,2023,Annual,Exceeds Expectations,High,7.2,75
100389,2024,Annual,Exceeds Expectations,High,8.0,71
100389,2025,Annual,Below Expectations,Low,4.5,49
100390,2022,Annual,Exceeds Expectations,Medium,7.5,76
100390,2023,Annual,Exceeds Expectations,Medium,7.5,78
100390,2024,Annual,Exceeds Expectations,Medium,7.4,85
100390,2025,Annual,Meets Expectations,Medium,6.8,68
100391,2025,Annual,Exceeds Expectations,Medium,7.5,79
100392,2023,Annual,Unsatisfactory,Low,1.8,29
100392,2024,Annual,Meets Expectations,Medium,5.9,61
100392,2025,Annual,Below Expectations,Medium,3.1,47
100393,2025,Annual,Meets Expectations,Medium,5.3,67
100394,2022,Annual,Exceptional,High,9.0,99
100394,2023,Annual,Below Expectations,Low,4.7,39
100394,2024,Annual,Meets Expectations,Low,6.6,65
100394,2025,Annual,Exceeds Expectations,High,7.3,79
100395,2023,Annual,Below Expectations,Low,4.9,44
100395,2024,Annual,Meets Expectations,Medium,5.8,51
100395,2025,Annual,Exceeds Expectations,Medium,7.2,72
100396,2022,Annual,Exceeds Expectations,Medium,8.4,72
100396,2023,Annual,Meets Expectations,Medium,6.4,56
100396,2024,Annual,Meets Expectations,Medium,7.0,58
100396,2025,Annual,Meets Expectations,Low,5.9,62
100397,2022,Annual,Meets Expectations,Low,5.7,56
100397,2023,Annual,Meets Expectations,Low,6.6,58
100397,2024,Annual,Meets Expectations,Medium,6.1,50
100397,2025,Annual,Meets Expectations,Medium,6.8,67
100398,2022,Annual,Below Expectations,Low,3.5,41
100398,2023,Annual,Below Expectations,Medium,5.0,46
100398,2024,Annual,Exceptional,High,9.5,100
100398,2025,Annual,Exceeds Expectations,High,8.4,79
100399,2022,Annual,Meets Expectations,Low,5.5,57
100399,2023,Annual,Exceptional,High,8.5,90
100399,2024,Annual,Below Expectations,Low,4.1,42
100399,2025,Annual,Below Expectations,Low,3.4,39
100400,2025,Annual,Exceeds Expectations,High,8.3,75
100401,2022,Annual,Exceeds Expectations,Medium,7.4,76
100401,2023,Annual,Exceeds Expectations,Medium,7.2,81
100401,2024,Annual,Exceeds Expectations,High,8.4,75
100401,2025,Annual,Meets Expectations,Medium,6.6,56
100402,2022,Annual,Exceeds Expectations,Medium,8.2,83
100402,2023,Annual,Meets Expectations,Medium,5.5,56
100402,2024,Annual,Meets Expectations,Medium,6.7,70
100402,2025,Annual,Meets Expectations,Medium,6.2,61
100403,2022,Annual,Meets Expectations,Medium,5.9,70
100403,2023,Annual,Meets Expectations,Low,5.4,64
100403,2024,Annual,Meets Expectations,Low,6.0,50
100403,2025,Annual,Exceptional,High,8.6,90
100405,2022,Annual,Meets Expectations,Medium,5.7,54
100405,2023,Annual,Exceeds Expectations,Medium,7.1,70
100405,2024,Annual,Meets Expectations,Medium,5.2,68
100405,2025,Annual,Exceptional,Medium,9.0,94
100406,2022,Annual,Meets Expectations,Low,6.9,53
100406,2023,Annual,Exceeds Expectations,High,7.2,81
100406,2024,Annual,Below Expectations,Medium,4.1,33
100406,2025,Annual,Exceptional,Medium,9.1,98
100407,2022,Annual,Meets Expectations,Medium,6.2,60
100407,2023,Annual,Meets Expectations,Low,5.6,69
100407,2024,Annual,Exceeds Expectations,Medium,7.4,82
100407,2025,Annual,Meets Expectations,Medium,6.5,56
100408,2022,Annual,Exceeds Expectations,High,7.1,72
100408,2023,Annual,Exceeds Expectations,Medium,7.7,81
100408,2024,Annual,Exceeds Expectations,Medium,7.6,79
100408,2025,Annual,Meets Expectations,Low,5.3,58
100409,2025,Annual,Exceeds Expectations,Medium,8.2,73
100410,2023,Annual,Exceeds Expectations,Medium,8.4,84
100410,2024,Annual,Meets Expectations,Low,5.2,51
100410,2025,Annual,Meets Expectations,Medium,6.9,54
100411,2022,Annual,Meets Expectations,Medium,5.0,55
100411,2023,Annual,Unsatisfactory,Low,3.0,19
100411,2024,Annual,Below Expectations,Low,3.7,50
100411,2025,Annual,Exceeds Expectations,Medium,8.1,77
100413,2025,Annual,Exceeds Expectations,Medium,7.5,77
100414,2023,Annual,Exceeds Expectations,Medium,7.9,77
100414,2024,Annual,Meets Expectations,Low,5.1,66
100414,2025,Annual,Meets Expectations,Medium,6.5,61
100415,2024,Annual,Meets Expectations,Low,6.7,59
100415,2025,Annual,Meets Expectations,Medium,5.5,63
100416,2023,Annual,Meets Expectations,Low,6.1,51
100416,2024,Annual,Exceeds Expectations,Medium,8.1,71
100416,2025,Annual,Meets Expectations,Medium,5.6,69
100417,2022,Annual,Meets Expectations,Medium,5.5,52
100417,2023,Annual,Meets Expectations,Low,5.6,56
100417,2024,Annual,Unsatisfactory,Low,0.9,12
100417,2025,Annual,Exceeds Expectations,Medium,7.6,84
100418,2023,Annual,Meets Expectations,Low,6.8,68
100418,2024,Annual,Meets Expectations,Medium,5.2,62
100418,2025,Annual,Meets Expectations,Medium,5.2,55
100419,2022,Annual,Meets Expectations,Medium,5.1,69
100419,2023,Annual,Meets Expectations,Low,5.5,51
100419,2024,Annual,Exceptional,High,9.4,96
100419,2025,Annual,Meets Expectations,Medium,6.9,55
100421,2022,Annual,Meets Expectations,Medium,6.0,57
100421,2023,Annual,Meets Expectations,Medium,5.7,57
100421,2024,Annual,Exceeds Expectations,Medium,7.1,84
100421,2025,Annual,Meets Expectations,Medium,6.0,68
100422,2022,Annual,Meets Expectations,Medium,5.5,65
100422,2023,Annual,Below Expectations,Low,4.5,48
100422,2024,Annual,Meets Expectations,Medium,5.8,57
100422,2025,Annual,Meets Expectations,Medium,6.0,56
100423,2022,Annual,Exceeds Expectations,Medium,7.3,83
100423,2023,Annual,Meets Expectations,Medium,6.0,64
100423,2024,Annual,Unsatisfactory,Low,2.7,4
100423,2025,Annual,Meets Expectations,Low,6.9,59
100424,2022,Annual,Meets Expectations,Medium,6.0,69
100424,2023,Annual,Meets Expectations,Medium,5.3,70
100424,2024,Annual,Below Expectations,Medium,3.0,48
100424,2025,Annual,Meets Expectations,Medium,6.8,57
100425,2022,Annual,Meets Expectations,Low,5.4,65
100425,2023,Annual,Exceeds Expectations,Medium,7.6,79
100425,2024,Annual,Meets Expectations,Medium,6.6,57
100425,2025,Annual,Exceeds Expectations,High,8.1,80
100426,2022,Annual,Exceeds Expectations,Medium,7.1,74
100426,2023,Annual,Meets Expectations,Low,5.3,60
100426,2024,Annual,Meets Expectations,Low,6.9,58
100426,2025,Annual,Meets Expectations,Medium,6.0,68
100427,2024,Annual,Exceeds Expectations,Medium,7.8,77
100427,2025,Annual,Meets Expectations,Medium,6.1,50
100428,2022,Annual,Below Expectations,Low,3.3,43
100428,2023,Annual,Meets Expectations,Medium,5.8,65
100428,2024,Annual,Below Expectations,Low,4.7,42
100428,2025,Annual,Exceptional,High,8.7,100
100429,2022,Annual,Exceeds Expectations,High,7.3,76
100429,2023,Annual,Unsatisfactory,Low,2.5,19
100429,2024,Annual,Meets Expectations,Medium,6.4,68
100429,2025,Annual,Unsatisfactory,Low,1.8,6
100430,2024,Annual,Exceeds Expectations,Medium,7.1,73
100430,2025,Annual,Exceeds Expectations,Medium,8.4,77
100432,2022,Annual,Meets Expectations,Low,6.2,64
100432,2023,Annual,Exceeds Expectations,Medium,7.4,78
100432,2024,Annual,Meets Expectations,Medium,7.0,50
100432,2025,Annual,Exceeds Expectations,High,7.5,84
100433,2022,Annual,Unsatisfactory,Low,0.6,14
100433,2023,Annual,Unsatisfactory,Low,2.6,25
100433,2024,Annual,Exceeds Expectations,Medium,7.9,77
100433,2025,Annual,Meets Expectations,Medium,5.9,55
100434,2025,Annual,Meets Expectations,Medium,5.6,70
100435,2022,Annual,Meets Expectations,Medium,6.0,64
100435,2023,Annual,Exceeds Expectations,Medium,7.2,70
100435,2024,Annual,Meets Expectations,Low,5.3,62
100435,2025,Annual,Exceeds Expectations,Medium,7.0,78
100436,2022,Annual,Meets Expectations,Medium,6.5,64
100436,2023,Annual,Exceeds Expectations,Medium,8.1,84
100436,2024,Annual,Meets Expectations,Medium,6.0,62
100436,2025,Annual,Meets Expectations,Medium,6.9,63
100437,2022,Annual,Exceeds Expectations,High,7.5,81
100437,2023,Annual,Meets Expectations,Medium,6.3,68
100437,2024,Annual,Exceptional,Medium,9.1,88
100437,2025,Annual,Meets Expectations,Medium,6.2,55
100438,2023,Annual,Meets Expectations,Medium,5.0,52
100438,2024,Annual,Meets Expectations,Medium,6.5,59
100438,2025,Annual,Exceeds Expectations,Medium,7.4,79
100439,2025,Annual,Below Expectations,Low,3.6,41
100440,2022,Annual,Meets Expectations,Medium,6.3,56
100440,2023,Annual,Meets Expectations,Medium,5.8,61
100440,2024,Annual,Meets Expectations,Medium,6.4,58
100440,2025,Annual,Below Expectations,Low,4.9,44
100441,2025,Annual,Exceptional,Medium,9.6,97
100442,2022,Annual,Meets Expectations,Low,6.6,65
100442,2023,Annual,Exceeds Expectations,Medium,8.4,82
100442,2024,Annual,Unsatisfactory,Low,0.7,22
100442,2025,Annual,Meets Expectations,Medium,5.4,54
100443,2022,Annual,Meets Expectations,Low,5.6,52
100443,2023,Annual,Meets Expectations,Medium,5.7,62
100443,2024,Annual,Meets Expectations,Medium,6.0,51
100443,2025,Annual,Meets Expectations,Medium,5.7,67
100444,2022,Annual,Below Expectations,Low,4.0,49
100444,2023,Annual,Meets Expectations,Medium,6.9,50
100444,2024,Annual,Meets Expectations,Low,5.1,57
100444,2025,Annual,Below Expectations,Low,4.3,45
100445,2024,Annual,Meets Expectations,Medium,6.7,54
100445,2025,Annual,Meets Expectations,Medium,5.9,52
100446,2024,Annual,Meets Expectations,Medium,5.1,52
100446,2025,Annual,Meets Expectations,Medium,5.3,59
100447,2023,Annual,Meets Expectations,Medium,5.4,68
100447,2024,Annual,Meets Expectations,Low,6.1,61
100447,2025,Annual,Meets Expectations,Low,5.9,58
100448,2022,Annual,Exceeds Expectations,High,8.5,76
100448,2023,Annual,Meets Expectations,Medium,5.4,51
100448,2024,Annual,Unsatisfactory,Low,2.5,4
100449,2023,Annual,Meets Expectations,Medium,6.0,63
100449,2024,Annual,Below Expectations,Low,3.1,46
100449,2025,Annual,Exceeds Expectations,Medium,7.5,79
100450,2022,Annual,Meets Expectations,Low,6.6,53
100450,2023,Annual,Meets Expectations,Medium,6.7,63
100450,2024,Annual,Exceeds Expectations,Medium,7.7,75
100450,2025,Annual,Exceeds Expectations,Medium,7.3,82
100451,2022,Annual,Below Expectations,Medium,4.8,33
100451,2023,Annual,Meets Expectations,Low,6.7,61
100451,2024,Annual,Meets Expectations,Low,5.4,59
100451,2025,Annual,Exceptional,High,8.7,93
100452,2022,Annual,Below Expectations,Low,4.6,45
100452,2023,Annual,Below Expectations,Low,3.6,38
100452,2024,Annual,Meets Expectations,Medium,5.5,57
100452,2025,Annual,Meets Expectations,Medium,6.3,53
100453,2022,Annual,Unsatisfactory,Low,0.0,11
100453,2023,Annual,Exceeds Expectations,Medium,7.8,70
100453,2024,Annual,Exceeds Expectations,Medium,7.6,82
100453,2025,Annual,Meets Expectations,Medium,5.1,50
100454,2022,Annual,Meets Expectations,Medium,6.5,67
100454,2023,Annual,Exceptional,Medium,9.0,86
100454,2024,Annual,Exceeds Expectations,Medium,8.4,76
100454,2025,Annual,Meets Expectations,Medium,5.9,50
100455,2022,Annual,Meets Expectations,Low,6.4,55
100455,2023,Annual,Exceeds Expectations,High,7.3,79
100455,2024,Annual,Exceeds Expectations,High,7.2,75
100455,2025,Annual,Meets Expectations,Medium,5.5,52
100456,2022,Annual,Below Expectations,Low,4.0,38
100456,2023,Annual,Exceeds Expectations,Medium,7.7,85
100456,2024,Annual,Exceeds Expectations,Medium,7.4,74
100456,2025,Annual,Meets Expectations,Medium,6.6,62
100457,2022,Annual,Exceeds Expectations,Medium,7.2,71
100457,2023,Annual,Below Expectations,Low,4.1,41
100457,2024,Annual,Exceeds Expectations,High,7.4,77
100457,2025,Annual,Meets Expectations,Low,5.6,56
100458,2022,Annual,Meets Expectations,Low,5.1,69
100458,2023,Annual,Meets Expectations,Medium,6.3,58
100458,2024,Annual,Exceeds Expectations,Medium,7.4,83
100458,2025,Annual,Meets Expectations,Low,6.8,53
100459,2022,Annual,Meets Expectations,Medium,5.5,62
100459,2023,Annual,Exceeds Expectations,High,7.0,73
100459,2024,Annual,Meets Expectations,Medium,5.6,57
100459,2025,Annual,Exceptional,Medium,9.5,87
100460,2022,Annual,Below Expectations,Medium,4.1,43
100460,2023,Annual,Meets Expectations,Medium,5.7,70
100460,2024,Annual,Meets Expectations,Low,6.8,59
100460,2025,Annual,Meets Expectations,Medium,6.3,66
100461,2024,Annual,Meets Expectations,Low,5.1,50
100461,2025,Annual,Meets Expectations,Low,6.0,63
100462,2022,Annual,Meets Expectations,Low,6.6,56
100462,2023,Annual,Below Expectations,Low,4.0,49
100462,2024,Annual,Meets Expectations,Low,5.7,56
100462,2025,Annual,Below Expectations,Medium,3.3,38
100463,2023,Annual,Exceptional,High,8.8,91
100463,2024,Annual,Meets Expectations,Medium,6.8,60
100463,2025,Annual,Below Expectations,Low,4.3,43
100464,2022,Annual,Unsatisfactory,Low,0.3,0
100464,2023,Annual,Exceeds Expectations,Medium,7.5,77
100464,2024,Annual,Meets Expectations,Low,5.7,58
100464,2025,Annual,Exceeds Expectations,High,8.2,71
100465,2024,Annual,Meets Expectations,Medium,5.6,52
100465,2025,Annual,Exceeds Expectations,Medium,7.2,72
100466,2025,Annual,Exceeds Expectations,Medium,8.2,70
100467,2023,Annual,Meets Expectations,Low,6.2,66
100467,2024,Annual,Meets Expectations,Low,6.8,55
100467,2025,Annual,Exceeds Expectations,Medium,8.0,75
100468,2024,Annual,Exceeds Expectations,High,8.0,71
100468,2025,Annual,Meets Expectations,Low,6.5,66
100469,2022,Annual,Exceeds Expectations,Medium,8.3,82
100469,2023,Annual,Exceeds Expectations,Medium,8.5,78
100469,2024,Annual,Unsatisfactory,Low,1.3,17
100469,2025,Annual,Exceptional,Medium,8.7,99
100470,2022,Annual,Meets Expectations,Low,6.0,62
100470,2023,Annual,Meets Expectations,Medium,5.8,52
100470,2024,Annual,Meets Expectations,Low,7.0,52
100470,2025,Annual,Meets Expectations,Medium,6.5,67
100472,2022,Annual,Exceeds Expectations,Medium,8.0,85
100472,2023,Annual,Meets Expectations,Medium,5.0,63
100472,2024,Annual,Unsatisfactory,Low,0.8,20
100472,2025,Annual,Exceptional,Medium,9.8,88
100473,2022,Annual,Exceeds Expectations,Medium,7.8,78
100473,2023,Annual,Meets Expectations,Low,5.7,63
100473,2024,Annual,Below Expectations,Medium,3.2,38
100473,2025,Annual,Meets Expectations,Medium,6.1,68
100474,2022,Annual,Meets Expectations,Medium,5.8,66
100474,2023,Annual,Exceptional,Medium,9.5,85
100474,2024,Annual,Exceptional,High,9.2,88
100474,2025,Annual,Exceeds Expectations,High,8.4,71
100475,2022,Annual,Exceeds Expectations,Medium,7.4,82
100475,2023,Annual,Meets Expectations,Low,5.2,54
100475,2024,Annual,Meets Expectations,Medium,6.2,68
100475,2025,Annual,Meets Expectations,Medium,5.4,61
100476,2025,Annual,Meets Expectations,Medium,6.7,50
100477,2022,Annual,Exceptional,High,9.3,96
100477,2023,Annual,Exceeds Expectations,Medium,7.9,78
100477,2024,Annual,Exceptional,High,9.4,96
100477,2025,Annual,Meets Expectations,Medium,6.8,67
100478,2022,Annual,Meets Expectations,Medium,5.6,68
100478,2023,Annual,Exceptional,Medium,9.4,94
100478,2024,Annual,Exceeds Expectations,High,7.6,81
100478,2025,Annual,Exceeds Expectations,Medium,8.4,73
100479,2022,Annual,Exceeds Expectations,Medium,7.9,81
100479,2023,Annual,Exceeds Expectations,Medium,7.6,70
100479,2024,Annual,Meets Expectations,Medium,6.5,54
100479,2025,Annual,Meets Expectations,Low,5.2,61
100480,2022,Annual,Exceptional,Medium,9.4,93
100481,2022,Annual,Exceeds Expectations,High,7.7,70
100481,2023,Annual,Exceeds Expectations,Medium,8.2,71
100481,2024,Annual,Exceeds Expectations,High,7.3,80
100481,2025,Annual,Exceptional,Medium,8.5,90
100482,2022,Annual,Meets Expectations,Medium,6.6,66
100482,2023,Annual,Meets Expectations,Low,6.7,64
100482,2024,Annual,Exceeds Expectations,Medium,8.3,85
100482,2025,Annual,Below Expectations,Medium,3.5,33
100483,2022,Annual,Exceeds Expectations,Medium,7.2,73
100483,2023,Annual,Meets Expectations,Low,5.8,58
100483,2024,Annual,Below Expectations,Low,3.2,44
100483,2025,Annual,Meets Expectations,Medium,5.1,59
100484,2022,Annual,Exceptional,High,8.6,86
100484,2023,Annual,Exceptional,High,9.7,97
100484,2024,Annual,Exceeds Expectations,Medium,7.0,83
100484,2025,Annual,Meets Expectations,Medium,6.5,65
