employee_id,effective_date,event_type,from_department,to_department,from_grade,to_grade,from_title,to_title,from_salary,to_salary
100474,2022-03-09,Hire,,Operations,,G4,,Senior Operations Analyst,,102248.0
100475,2017-07-27,Hire,,IT,,G2,,Software Engineer I,,76240.0
100475,2022-12-20,Promotion,IT,IT,G2,G3,Software Engineer I,Software Engineer II,76240.0,75434.0
100476,2025-02-20,Hire,,IT,,G4,,Senior Software Engineer,,100725.0
100477,2019-10-06,Hire,,HR,,G4,,Senior HR Specialist,,134593.0
100478,2020-01-18,Hire,,Sales,,G2,,Sales Representative II,,67787.0
100479,2018-08-30,Hire,,Operations,,G3,,Operations Analyst,,94930.0
100480,2020-11-28,Hire,,IT,,G3,,Software Engineer II,,78221.0
100480,2022-10-22,Termination,IT,,G3,,Software Engineer II,,79233.0,
100481,2018-12-31,Hire,,Customer Support,,G5,,Senior Support Specialist,,130941.0
100482,2020-01-03,Hire,,IT,,G2,,Software Engineer I,,61472.0
100483,2020-06-13,Hire,,Operations,,G3,,Operations Analyst,,98614.0
100483,2022-12-11,Promotion,Operations,Operations,G3,G4,Operations Analyst,Senior Operations Analyst,98614.0,117838.0
100484,2017-01-30,Hire,,Operations,,G8,,VP of Operations,,244942.0
100485,2017-09-19,Hire,,HR,,G7,,HR Director,,200248.0
100486,2024-02-05,Hire,,Marketing,,G3,,Marketing Specialist,,97414.0
100487,2025-07-25,Hire,,IT,,G1,,IT Support Specialist I,,43101.0
100488,2016-11-16,Hire,,Customer Support,,G2,,Support Representative II,,79154.0
100488,2021-01-25,Transfer,IT,Customer Support,G3,G3,Software Engineer II,Senior Support Representative,79355.0,79355.0
100489,2019-01-06,Hire,,IT,,G2,,Software Engineer I,,68671.0
100489,2021-11-13,Transfer,Sales,IT,G3,G3,Senior Sales Representative,Software Engineer II,103506.0,103506.0
100490,2017-09-08,Hire,,HR,,G1,,HR Coordinator I,,47188.0
100490,2025-05-31,Transfer,Operations,HR,G2,G2,Operations Coordinator II,HR Coordinator II,78323.0,78323.0
100491,2016-12-12,Hire,,IT,,G8,,VP of Engineering,,245285.0
100491,2025-06-25,Termination,IT,,G8,,VP of Engineering,,261942.0,
100492,2024-02-15,Hire,,Marketing,,G7,,Marketing Director,,225200.0
100493,2017-05-05,Hire,,HR,,G1,,HR Coordinator I,,42070.0
100494,2017-04-26,Hire,,IT,,G2,,Software Engineer I,,66774.0
100495,2020-04-22,Hire,,Sales,,G5,,Senior Sales Specialist,,125474.0
100496,2023-11-04,Hire,,Finance,,G4,,Finance Lead,,112184.0
100497,2023-03-17,Hire,,IT,,G4,,Senior Software Engineer,,131025.0
100498,2018-04-12,Hire,,IT,,G3,,Software Engineer II,,86656.0
100499,2019-09-12,Hire,,Customer Support,,G4,,Support Specialist,,104665.0
100500,2018-04-24,Hire,,Marketing,,G6,,Marketing Manager,,185484.0
100500,2020-07-28,Promotion,Marketing,Marketing,G6,G7,Marketing Manager,Marketing Director,185484.0,235610.0
100501,2021-07-30,Hire,,Operations,,G5,,Operations Lead,,155917.0
100502,2017-10-04,Hire,,Finance,,G3,,Senior Finance Analyst,,90233.0
100503,2017-12-07,Hire,,IT,,G4,,Senior Software Engineer,,116291.0
100503,2018-10-11,Promotion,IT,IT,G4,G5,Senior Software Engineer,Staff Engineer,116291.0,151149.0
100504,2017-08-24,Hire,,Sales,,G1,,Sales Representative I,,49634.0
100504,2025-01-23,Termination,Sales,,G2,,Sales Representative II,,58424.0,
100505,2019-04-18,Hire,,Operations,,G4,,Senior Operations Analyst,,102425.0
100505,2025-02-17,Promotion,Operations,Operations,G4,G5,Senior Operations Analyst,Operations Lead,102425.0,152463.0
100506,2025-12-28,Hire,,Operations,,G3,,Operations Analyst,,75704.0
100507,2017-06-16,Hire,,Customer Support,,G2,,Support Representative II,,64566.0
100508,2025-08-23,Hire,,Sales,,G1,,Sales Representative I,,47990.0
100509,2023-01-01,Hire,,IT,,G5,,Staff Engineer,,131180.0
100510,2021-08-04,Hire,,Customer Support,,G5,,Senior Support Specialist,,154723.0
100510,2022-09-15,Transfer,Sales,Customer Support,G6,G6,Sales Manager,Support Manager,192180.0,192180.0
100511,2024-07-31,Hire,,Marketing,,G3,,Marketing Specialist,,85317.0
100511,2024-10-06,Transfer,IT,Marketing,G4,G4,Senior Software Engineer,Senior Marketing Specialist,105051.0,105051.0
100511,2026-02-17,Promotion,Marketing,Marketing,G3,G4,Marketing Specialist,Senior Marketing Specialist,85317.0,116711.0
100512,2025-11-19,Hire,,Operations,,G6,,Operations Manager,,161655.0
100512,2026-03-07,Termination,Operations,,G6,,Operations Manager,,178123.0,
100513,2026-02-27,Hire,,Marketing,,G5,,Marketing Lead,,152086.0
100513,2026-04-16,Promotion,Marketing,Marketing,G5,G6,Marketing Lead,Marketing Manager,152086.0,193596.0
100514,2024-05-11,Hire,,Customer Support,,G6,,Support Manager,,179680.0
100515,2022-10-07,Hire,,Customer Support,,G3,,Senior Support Representative,,88358.0
100515,2025-03-21,Promotion,Customer Support,Customer Support,G3,G4,Senior Support Representative,Support Specialist,88358.0,97268.0
100516,2020-02-27,Hire,,Customer Support,,G5,,Senior Support Specialist,,147357.0
100516,2020-07-21,Promotion,Customer Support,Customer Support,G5,G6,Senior Support Specialist,Support Manager,147357.0,176032.0
100517,2017-09-04,Hire,,Sales,,G3,,Senior Sales Representative,,90172.0
100518,2021-01-08,Hire,,Marketing,,G5,,Marketing Lead,,146230.0
100519,2022-05-06,Hire,,IT,,G1,,IT Support Specialist I,,44329.0
100520,2025-02-06,Hire,,Finance,,G7,,Finance Director,,191369.0
100521,2025-10-21,Hire,,IT,,G3,,Software Engineer II,,75716.0
100522,2023-03-28,Hire,,IT,,G3,,Software Engineer II,,91392.0
100523,2023-05-09,Hire,,Sales,,G1,,Sales Representative I,,40348.0
100523,2024-03-23,Transfer,Customer Support,Sales,G1,G1,Support Representative I,Sales Representative I,40390.0,40390.0
100524,2020-12-24,Hire,,Finance,,G3,,Senior Finance Analyst,,77822.0
100525,2020-08-27,Hire,,Customer Support,,G5,,Senior Support Specialist,,134669.0
100526,2020-12-15,Hire,,HR,,G4,,Senior HR Specialist,,131719.0
100526,2025-05-15,Promotion,HR,HR,G4,G5,Senior HR Specialist,HR Business Partner,131719.0,164536.0
100527,2020-11-03,Hire,,Sales,,G2,,Sales Representative II,,62157.0
100527,2022-10-27,Promotion,Sales,Sales,G2,G3,Sales Representative II,Senior Sales Representative,62157.0,91129.0
100528,2024-01-27,Hire,,Sales,,G3,,Senior Sales Representative,,75244.0
100529,2023-07-08,Hire,,Operations,,G3,,Operations Analyst,,93230.0
100530,2018-06-21,Hire,,Sales,,G1,,Sales Representative I,,53698.0
100530,2019-07-27,Transfer,IT,Sales,G2,G2,Software Engineer I,Sales Representative II,72273.0,72273.0
100530,2025-07-29,Promotion,Sales,Sales,G1,G2,Sales Representative I,Sales Representative II,53698.0,73118.0
100531,2024-10-27,Hire,,IT,,G2,,Software Engineer I,,69701.0
100532,2016-07-23,Hire,,Finance,,G2,,Finance Analyst II,,67718.0
100533,2017-03-04,Hire,,Sales,,G5,,Senior Sales Specialist,,125409.0
100534,2023-01-23,Hire,,IT,,G6,,Engineering Manager,,169051.0
100535,2019-04-12,Hire,,HR,,G4,,Senior HR Specialist,,112229.0
100535,2021-12-31,Transfer,Operations,HR,G5,G5,Operations Lead,HR Business Partner,150411.0,150411.0
100536,2024-02-16,Hire,,Marketing,,G1,,Marketing Coordinator I,,47802.0
100537,2025-01-13,Hire,,Marketing,,G2,,Marketing Coordinator II,,60758.0
100538,2022-11-01,Hire,,HR,,G1,,HR Coordinator I,,47556.0
100538,2026-05-06,Transfer,IT,HR,G2,G2,Software Engineer I,HR Coordinator II,63232.0,63232.0
100539,2024-09-24,Hire,,Marketing,,G5,,Marketing Lead,,131066.0
100540,2022-04-23,Hire,,Sales,,G1,,Sales Representative I,,54322.0
100541,2017-11-18,Hire,,Customer Support,,G2,,Support Representative II,,63031.0
100542,2016-12-24,Hire,,Sales,,G8,,VP of Sales,,247365.0
100543,2020-11-25,Hire,,Customer Support,,G5,,Senior Support Specialist,,134364.0
100543,2024-11-14,Transfer,Sales,Customer Support,G5,G5,Senior Sales Specialist,Senior Support Specialist,144333.0,144333.0
100544,2024-09-28,Hire,,Sales,,G4,,Sales Specialist,,99297.0
100545,2017-09-16,Hire,,Marketing,,G3,,Marketing Specialist,,92177.0
100545,2026-01-10,Promotion,Marketing,Marketing,G3,G4,Marketing Specialist,Senior Marketing Specialist,92177.0,117253.0
100545,2026-02-02,Termination,Marketing,,G4,,Senior Marketing Specialist,,96115.0,
100546,2016-07-09,Hire,,Marketing,,G3,,Marketing Specialist,,75948.0
100547,2016-09-09,Hire,,Finance,,G4,,Finance Lead,,96403.0
100548,2017-11-01,Hire,,Finance,,G2,,Finance Analyst II,,77145.0
100549,2018-10-09,Hire,,HR,,G3,,HR Specialist,,92188.0
100549,2020-10-23,Promotion,HR,HR,G3,G4,HR Specialist,Senior HR Specialist,92188.0,118901.0
100550,2017-12-09,Hire,,IT,,G7,,Engineering Director,,194367.0
100551,2016-12-29,Hire,,Marketing,,G2,,Marketing Coordinator II,,59001.0
100552,2023-11-21,Hire,,IT,,G4,,Senior Software Engineer,,113901.0
100552,2024-07-07,Transfer,Sales,IT,G4,G4,Sales Specialist,Senior Software Engineer,114814.0,114814.0
100553,2022-03-26,Hire,,Customer Support,,G1,,Support Representative I,,49236.0
100554,2025-01-06,Hire,,Sales,,G3,,Senior Sales Representative,,98364.0
100555,2024-05-26,Hire,,Finance,,G2,,Finance Analyst II,,63509.0
100555,2026-05-08,Promotion,Finance,Finance,G2,G3,Finance Analyst II,Senior Finance Analyst,63509.0,90675.0
100556,2016-07-18,Hire,,Operations,,G4,,Senior Operations Analyst,,118621.0
100557,2017-02-24,Hire,,HR,,G4,,Senior HR Specialist,,96889.0
100557,2019-11-19,Transfer,Finance,HR,G4,G4,Finance Lead,Senior HR Specialist,103107.0,103107.0
100558,2024-09-23,Hire,,Marketing,,G4,,Senior Marketing Specialist,,133309.0
100559,2017-06-25,Hire,,Finance,,G3,,Senior Finance Analyst,,82970.0
100560,2019-07-16,Hire,,Finance,,G2,,Finance Analyst II,,65954.0
100561,2023-05-15,Hire,,Marketing,,G2,,Marketing Coordinator II,,62111.0
100562,2018-09-27,Hire,,Sales,,G1,,Sales Representative I,,55889.0
100562,2024-04-21,Transfer,Customer Support,Sales,G2,G2,Support Representative II,Sales Representative II,73570.0,73570.0
100563,2019-06-04,Hire,,Operations,,G5,,Operations Lead,,148397.0
100564,2021-10-10,Hire,,HR,,G5,,HR Business Partner,,135002.0
100564,2022-04-19,Promotion,HR,HR,G5,G6,HR Business Partner,HR Manager,135002.0,199436.0
100564,2023-11-13,Transfer,Operations,HR,G6,G6,Operations Manager,HR Manager,168407.0,168407.0
100565,2020-03-15,Hire,,IT,,G1,,IT Support Specialist I,,40527.0
100566,2017-06-06,Hire,,Finance,,G1,,Finance Analyst I,,40133.0
100567,2017-03-12,Hire,,Marketing,,G1,,Marketing Coordinator I,,52647.0
100568,2024-04-26,Hire,,IT,,G6,,Engineering Manager,,182215.0
100569,2016-11-09,Hire,,IT,,G3,,Software Engineer II,,78358.0
100570,2021-03-03,Hire,,Marketing,,G1,,Marketing Coordinator I,,43332.0
100570,2023-08-05,Transfer,Operations,Marketing,G2,G2,Operations Coordinator II,Marketing Coordinator II,70217.0,70217.0
100570,2024-12-05,Promotion,Marketing,Marketing,G1,G2,Marketing Coordinator I,Marketing Coordinator II,43332.0,77218.0
100571,2023-07-07,Hire,,Finance,,G2,,Finance Analyst II,,67366.0
100572,2017-09-25,Hire,,Marketing,,G3,,Marketing Specialist,,104656.0
100573,2025-12-09,Hire,,IT,,G3,,Software Engineer II,,91882.0
100573,2026-06-13,Promotion,IT,IT,G3,G4,Software Engineer II,Senior Software Engineer,91882.0,127735.0
100574,2020-10-18,Hire,,Operations,,G1,,Operations Coordinator I,,49745.0
100575,2023-06-11,Hire,,Customer Support,,G2,,Support Representative II,,57628.0
100576,2019-02-22,Hire,,HR,,G5,,HR Business Partner,,140245.0
100577,2018-03-02,Hire,,Operations,,G3,,Operations Analyst,,95773.0
100578,2016-07-06,Hire,,Customer Support,,G4,,Support Specialist,,100856.0
100578,2023-06-14,Termination,Customer Support,,G4,,Support Specialist,,103655.0,
100579,2023-10-02,Hire,,Customer Support,,G4,,Support Specialist,,106095.0
100579,2025-05-07,Termination,Customer Support,,G5,,Senior Support Specialist,,160055.0,
100580,2025-09-23,Hire,,HR,,G7,,HR Director,,211574.0
100581,2022-10-24,Hire,,IT,,G3,,Software Engineer II,,81953.0
100582,2018-10-04,Hire,,Customer Support,,G3,,Senior Support Representative,,80891.0
100583,2021-11-15,Hire,,Finance,,G5,,Senior Finance Lead,,128004.0
100583,2024-11-04,Termination,Finance,,G5,,Senior Finance Lead,,141877.0,
100584,2025-10-22,Hire,,Sales,,G3,,Senior Sales Representative,,76304.0
100584,2026-01-24,Termination,Sales,,G4,,Sales Specialist,,112810.0,
100585,2019-08-04,Hire,,HR,,G2,,HR Coordinator II,,56787.0
100586,2025-04-07,Hire,,Customer Support,,G1,,Support Representative I,,55389.0
100586,2025-09-23,Transfer,Sales,Customer Support,G2,G2,Sales Representative II,Support Representative II,59761.0,59761.0
100587,2025-12-09,Hire,,IT,,G6,,Engineering Manager,,161513.0
100588,2018-03-09,Hire,,Sales,,G3,,Senior Sales Representative,,101850.0
100589,2023-12-22,Hire,,IT,,G1,,IT Support Specialist I,,58855.0
100590,2019-07-01,Hire,,Customer Support,,G6,,Support Manager,,165991.0
100590,2020-10-31,Termination,Customer Support,,G6,,Support Manager,,204629.0,
100590,2024-08-17,Transfer,Operations,Customer Support,G6,G6,Operations Manager,Support Manager,204629.0,204629.0
100591,2020-12-26,Hire,,HR,,G2,,HR Coordinator II,,56544.0
100592,2019-01-31,Hire,,IT,,G3,,Software Engineer II,,80626.0
100593,2019-12-03,Hire,,Sales,,G4,,Sales Specialist,,112950.0
100594,2019-09-16,Hire,,Customer Support,,G2,,Support Representative II,,68523.0
100594,2023-03-26,Transfer,HR,Customer Support,G2,G2,HR Coordinator II,Support Representative II,75534.0,75534.0
100595,2021-02-01,Hire,,Operations,,G2,,Operations Coordinator II,,77144.0
100596,2019-11-07,Hire,,Marketing,,G2,,Marketing Coordinator II,,75673.0
100597,2021-06-24,Hire,,IT,,G4,,Senior Software Engineer,,100706.0
100598,2017-03-18,Hire,,Marketing,,G4,,Senior Marketing Specialist,,117525.0
100598,2020-10-10,Promotion,Marketing,Marketing,G4,G5,Senior Marketing Specialist,Marketing Lead,117525.0,162403.0
100599,2021-03-30,Hire,,IT,,G1,,IT Support Specialist I,,54250.0
100599,2022-05-11,Promotion,IT,IT,G1,G2,IT Support Specialist I,Software Engineer I,54250.0,67247.0
100599,2024-11-17,Termination,IT,,G2,,Software Engineer I,,72529.0,
100600,2024-08-16,Hire,,HR,,G5,,HR Business Partner,,127355.0
100601,2020-03-18,Hire,,HR,,G2,,HR Coordinator II,,62493.0
100602,2021-09-26,Hire,,HR,,G1,,HR Coordinator I,,43166.0
100602,2024-07-30,Transfer,Operations,HR,G2,G2,Operations Coordinator II,HR Coordinator II,57409.0,57409.0
100602,2025-06-10,Promotion,HR,HR,G1,G2,HR Coordinator I,HR Coordinator II,43166.0,64475.0
100603,2022-09-12,Hire,,Sales,,G3,,Senior Sales Representative,,76092.0
100603,2025-10-26,Termination,Sales,,G3,,Senior Sales Representative,,76461.0,
100604,2022-06-19,Hire,,Marketing,,G6,,Marketing Manager,,170976.0
100605,2019-02-15,Hire,,Operations,,G5,,Operations Lead,,137046.0
100606,2024-11-16,Hire,,Sales,,G4,,Sales Specialist,,107498.0
100607,2018-11-27,Hire,,Sales,,G4,,Sales Specialist,,97686.0
100608,2021-05-24,Hire,,Finance,,G2,,Finance Analyst II,,68930.0
100609,2024-03-20,Hire,,Sales,,G5,,Senior Sales Specialist,,126683.0
100610,2025-07-12,Hire,,Sales,,G6,,Sales Manager,,161990.0
100611,2018-11-02,Hire,,Customer Support,,G1,,Support Representative I,,48732.0
100612,2019-02-22,Hire,,HR,,G3,,HR Specialist,,81787.0
100613,2023-11-13,Hire,,HR,,G3,,HR Specialist,,95291.0
100613,2024-03-22,Promotion,HR,HR,G3,G4,HR Specialist,Senior HR Specialist,95291.0,112464.0
100613,2024-10-05,Transfer,Sales,HR,G4,G4,Sales Specialist,Senior HR Specialist,122843.0,122843.0
100614,2016-08-22,Hire,,Operations,,G3,,Operations Analyst,,101174.0
100614,2019-08-08,Promotion,Operations,Operations,G3,G4,Operations Analyst,Senior Operations Analyst,101174.0,101866.0
100615,2022-04-23,Hire,,Customer Support,,G2,,Support Representative II,,55332.0
100616,2018-03-11,Hire,,Operations,,G3,,Operations Analyst,,84963.0
100617,2017-09-21,Hire,,IT,,G2,,Software Engineer I,,56212.0
100618,2026-03-15,Hire,,Marketing,,G4,,Senior Marketing Specialist,,95888.0
100618,2026-03-23,Transfer,Finance,Marketing,G4,G4,Finance Lead,Senior Marketing Specialist,102607.0,102607.0
100619,2025-08-03,Hire,,IT,,G6,,Engineering Manager,,158231.0
100619,2026-02-10,Termination,IT,,G6,,Engineering Manager,,167563.0,
100620,2019-01-15,Hire,,IT,,G2,,Software Engineer I,,77276.0
100621,2021-07-24,Hire,,Sales,,G4,,Sales Specialist,,104597.0
100622,2020-12-11,Hire,,Operations,,G1,,Operations Coordinator I,,57552.0
100623,2022-09-27,Hire,,Customer Support,,G2,,Support Representative II,,67412.0
100623,2024-05-15,Transfer,IT,Customer Support,G3,G3,Software Engineer II,Senior Support Representative,77722.0,77722.0
100624,2020-11-25,Hire,,Operations,,G3,,Operations Analyst,,99628.0
100625,2020-09-12,Hire,,HR,,G1,,HR Coordinator I,,43871.0
100626,2020-08-09,Hire,,Sales,,G6,,Sales Manager,,166481.0
100626,2022-01-09,Termination,Sales,,G7,,Sales Director,,240825.0,
100627,2018-12-21,Hire,,Finance,,G3,,Senior Finance Analyst,,80964.0
100628,2022-04-29,Hire,,Finance,,G2,,Finance Analyst II,,58767.0
100629,2025-07-02,Hire,,Finance,,G6,,Finance Manager,,175852.0
100630,2017-09-11,Hire,,HR,,G3,,HR Specialist,,99816.0
100630,2020-01-12,Termination,HR,,G4,,Senior HR Specialist,,117689.0,
100631,2025-02-08,Hire,,Finance,,G1,,Finance Analyst I,,40782.0
100632,2017-02-21,Hire,,Operations,,G1,,Operations Coordinator I,,54002.0
100633,2021-10-25,Hire,,Sales,,G2,,Sales Representative II,,74574.0
100634,2023-05-28,Hire,,HR,,G3,,HR Specialist,,83138.0
100635,2019-03-13,Hire,,HR,,G3,,HR Specialist,,80408.0
100635,2024-03-23,Transfer,Operations,HR,G3,G3,Operations Analyst,HR Specialist,83664.0,83664.0
100636,2024-12-21,Hire,,Customer Support,,G6,,Support Manager,,155299.0
100637,2018-05-24,Hire,,HR,,G1,,HR Coordinator I,,57375.0
100637,2025-10-23,Transfer,Customer Support,HR,G2,G2,Support Representative II,HR Coordinator II,61999.0,61999.0
100638,2021-05-22,Hire,,Sales,,G5,,Senior Sales Specialist,,131450.0
100638,2024-07-19,Transfer,Marketing,Sales,G6,G6,Marketing Manager,Sales Manager,168833.0,168833.0
100639,2016-06-22,Hire,,Marketing,,G4,,Senior Marketing Specialist,,105117.0
100640,2018-07-26,Hire,,Customer Support,,G1,,Support Representative I,,48581.0
100641,2022-01-13,Hire,,Marketing,,G5,,Marketing Lead,,125258.0
100642,2025-02-22,Hire,,Operations,,G3,,Operations Analyst,,75147.0
100643,2021-01-29,Hire,,Sales,,G3,,Senior Sales Representative,,88111.0
100644,2019-02-09,Hire,,HR,,G1,,HR Coordinator I,,48816.0
100645,2017-12-19,Hire,,Marketing,,G2,,Marketing Coordinator II,,56503.0
100645,2026-01-30,Transfer,HR,Marketing,G2,G2,HR Coordinator II,Marketing Coordinator II,56525.0,56525.0
100646,2018-08-13,Hire,,Sales,,G5,,Senior Sales Specialist,,125021.0
100647,2018-08-30,Hire,,Customer Support,,G1,,Support Representative I,,41811.0
100648,2023-07-24,Hire,,HR,,G5,,HR Business Partner,,133644.0
100649,2016-11-08,Hire,,Sales,,G3,,Senior Sales Representative,,77723.0
100650,2025-04-03,Hire,,Customer Support,,G2,,Support Representative II,,66202.0
100651,2020-08-29,Hire,,IT,,G5,,Staff Engineer,,149276.0
100651,2021-12-18,Transfer,Finance,IT,G5,G5,Senior Finance Lead,Staff Engineer,161163.0,161163.0
100652,2020-10-26,Hire,,HR,,G1,,HR Coordinator I,,48462.0
100653,2021-05-17,Hire,,Sales,,G1,,Sales Representative I,,49449.0
100654,2025-10-31,Hire,,Finance,,G2,,Finance Analyst II,,59988.0
100654,2026-05-06,Promotion,Finance,Finance,G2,G3,Finance Analyst II,Senior Finance Analyst,59988.0,90693.0
100655,2018-07-29,Hire,,Sales,,G2,,Sales Representative II,,63166.0
100656,2019-01-29,Hire,,Operations,,G2,,Operations Coordinator II,,73642.0
100656,2025-04-01,Promotion,Operations,Operations,G2,G3,Operations Coordinator II,Operations Analyst,73642.0,78741.0
100657,2022-08-03,Hire,,Sales,,G4,,Sales Specialist,,109329.0
100657,2025-04-14,Termination,Sales,,G5,,Senior Sales Specialist,,128146.0,
100658,2025-02-06,Hire,,Customer Support,,G6,,Support Manager,,197723.0
100659,2020-02-27,Hire,,IT,,G1,,IT Support Specialist I,,44507.0
100660,2020-01-15,Hire,,Operations,,G2,,Operations Coordinator II,,77084.0
100661,2022-01-13,Hire,,Customer Support,,G2,,Support Representative II,,55411.0
100662,2024-06-19,Hire,,Operations,,G1,,Operations Coordinator I,,57745.0
100662,2025-06-13,Transfer,Marketing,Operations,G2,G2,Marketing Coordinator II,Operations Coordinator II,63974.0,63974.0
100663,2023-04-27,Hire,,Sales,,G2,,Sales Representative II,,61256.0
100664,2024-01-02,Hire,,Sales,,G5,,Senior Sales Specialist,,133573.0
100664,2025-03-21,Transfer,Marketing,Sales,G6,G6,Marketing Manager,Sales Manager,159027.0,159027.0
100665,2018-11-06,Hire,,Finance,,G3,,Senior Finance Analyst,,93774.0
100666,2022-05-14,Hire,,Customer Support,,G7,,Support Director,,201463.0
100667,2024-04-01,Hire,,Finance,,G2,,Finance Analyst II,,63095.0
100668,2018-07-11,Hire,,Customer Support,,G2,,Support Representative II,,77044.0
100669,2024-05-15,Hire,,IT,,G8,,VP of Engineering,,265444.0
100670,2018-08-21,Hire,,Operations,,G3,,Operations Analyst,,77530.0
100670,2025-08-30,Promotion,Operations,Operations,G3,G4,Operations Analyst,Senior Operations Analyst,77530.0,117152.0
100671,2021-08-11,Hire,,Finance,,G3,,Senior Finance Analyst,,81860.0
100672,2017-08-15,Hire,,Finance,,G2,,Finance Analyst II,,55986.0
100673,2023-03-24,Hire,,Finance,,G4,,Finance Lead,,107270.0
100674,2021-08-23,Hire,,Sales,,G4,,Sales Specialist,,106078.0
100675,2020-06-20,Hire,,Marketing,,G5,,Marketing Lead,,144359.0
100676,2016-08-27,Hire,,IT,,G1,,IT Support Specialist I,,50866.0
100677,2026-06-15,Hire,,IT,,G4,,Senior Software Engineer,,114278.0
100678,2021-01-07,Hire,,Operations,,G2,,Operations Coordinator II,,56455.0
100679,2024-05-25,Hire,,Operations,,G3,,Operations Analyst,,103815.0
100679,2025-04-30,Transfer,Customer Support,Operations,G4,G4,Support Specialist,Senior Operations Analyst,117409.0,117409.0
100680,2023-10-16,Hire,,Operations,,G5,,Operations Lead,,125764.0
100681,2022-07-15,Hire,,Sales,,G4,,Sales Specialist,,109577.0
100682,2022-05-18,Hire,,Sales,,G1,,Sales Representative I,,41317.0
100683,2022-06-10,Hire,,Marketing,,G2,,Marketing Coordinator II,,69758.0
100683,2024-08-14,Transfer,IT,Marketing,G3,G3,Software Engineer II,Marketing Specialist,81185.0,81185.0
100684,2021-01-18,Hire,,Finance,,G7,,Finance Director,,192612.0
100685,2022-11-17,Hire,,Customer Support,,G5,,Senior Support Specialist,,155358.0
100686,2025-03-26,Hire,,Marketing,,G4,,Senior Marketing Specialist,,97928.0
100687,2023-05-01,Hire,,IT,,G1,,IT Support Specialist I,,44127.0
100687,2024-07-18,Promotion,IT,IT,G1,G2,IT Support Specialist I,Software Engineer I,44127.0,66761.0
100688,2021-12-29,Hire,,Finance,,G4,,Finance Lead,,113409.0
100689,2020-08-02,Hire,,Marketing,,G1,,Marketing Coordinator I,,47316.0
100690,2017-09-01,Hire,,Operations,,G4,,Senior Operations Analyst,,132146.0
100691,2016-11-01,Hire,,Customer Support,,G3,,Senior Support Representative,,88246.0
100692,2016-10-19,Hire,,Operations,,G3,,Operations Analyst,,100968.0
100692,2023-11-20,Termination,Operations,,G4,,Senior Operations Analyst,,118416.0,
100693,2022-03-09,Hire,,Sales,,G2,,Sales Representative II,,60362.0
100693,2023-08-05,Transfer,Finance,Sales,G3,G3,Senior Finance Analyst,Senior Sales Representative,94762.0,94762.0
100694,2026-04-01,Hire,,IT,,G3,,Software Engineer II,,99229.0
100694,2026-04-12,Transfer,Marketing,IT,G4,G4,Senior Marketing Specialist,Senior Software Engineer,117731.0,117731.0
100695,2019-07-18,Hire,,Sales,,G3,,Senior Sales Representative,,85080.0
100696,2026-05-28,Hire,,Customer Support,,G4,,Support Specialist,,109241.0
100696,2026-05-28,Promotion,Customer Support,Customer Support,G4,G5,Support Specialist,Senior Support Specialist,109241.0,148902.0
100697,2019-03-21,Hire,,Finance,,G2,,Finance Analyst II,,67647.0
100698,2017-04-16,Hire,,Sales,,G6,,Sales Manager,,174072.0
100698,2020-11-06,Transfer,IT,Sales,G6,G6,Engineering Manager,Sales Manager,197645.0,197645.0
100699,2025-05-23,Hire,,Marketing,,G2,,Marketing Coordinator II,,72716.0
100700,2025-12-15,Hire,,Finance,,G1,,Finance Analyst I,,50032.0
100701,2023-09-10,Hire,,Sales,,G1,,Sales Representative I,,56827.0
100701,2023-09-30,Promotion,Sales,Sales,G1,G2,Sales Representative I,Sales Representative II,56827.0,72310.0
100702,2023-09-18,Hire,,Customer Support,,G4,,Support Specialist,,122894.0
100702,2025-12-12,Transfer,IT,Customer Support,G5,G5,Staff Engineer,Senior Support Specialist,130497.0,130497.0
100703,2017-01-23,Hire,,HR,,G3,,HR Specialist,,76634.0
100704,2022-11-03,Hire,,IT,,G2,,Software Engineer I,,76952.0
100705,2017-10-11,Hire,,IT,,G2,,Software Engineer I,,65121.0
100706,2017-09-08,Hire,,Marketing,,G5,,Marketing Lead,,143061.0
100707,2025-10-18,Hire,,Finance,,G1,,Finance Analyst I,,44177.0
100708,2019-12-29,Hire,,Customer Support,,G4,,Support Specialist,,105633.0
100709,2017-06-09,Hire,,IT,,G2,,Software Engineer I,,67288.0
100709,2018-11-07,Termination,IT,,G2,,Software Engineer I,,68071.0,
100710,2024-03-13,Hire,,Sales,,G7,,Sales Director,,193358.0
100710,2024-07-18,Termination,Sales,,G7,,Sales Director,,202306.0,
100711,2022-06-07,Hire,,Finance,,G1,,Finance Analyst I,,48684.0
100712,2020-08-11,Hire,,HR,,G1,,HR Coordinator I,,54466.0
100712,2024-08-07,Promotion,HR,HR,G1,G2,HR Coordinator I,HR Coordinator II,54466.0,75860.0
100713,2024-11-08,Hire,,IT,,G2,,Software Engineer I,,71839.0
100714,2018-11-11,Hire,,Customer Support,,G3,,Senior Support Representative,,80817.0
100715,2018-08-30,Hire,,HR,,G6,,HR Manager,,156320.0
100716,2020-02-14,Hire,,Operations,,G1,,Operations Coordinator I,,55589.0
100716,2020-04-22,Promotion,Operations,Operations,G1,G2,Operations Coordinator I,Operations Coordinator II,55589.0,65432.0
100717,2022-07-03,Hire,,Customer Support,,G5,,Senior Support Specialist,,127376.0
