employee_id,pay_period,gross_pay,tax,benefit_deduction,retirement,net_pay
100192,2025-09-01,13218.25,2908.02,100,660.91,9549.32
100193,2025-09-01,7981.0,1755.82,100,399.05,5726.13
100194,2025-09-01,6913.08,1520.88,220,345.65,4826.55
100196,2025-09-01,8253.67,1815.81,400,412.68,5625.18
100197,2025-09-01,15971.92,3513.82,220,798.6,11439.5
100198,2025-09-01,4510.75,992.36,100,225.54,3192.85
100200,2025-09-01,8423.58,1853.19,400,421.18,5749.21
100201,2025-09-01,7787.5,1713.25,220,389.38,5464.87
100202,2025-09-01,6398.0,1407.56,220,319.9,4450.54
100203,2025-09-01,13261.08,2917.44,100,663.05,9580.59
100204,2025-09-01,8368.67,1841.11,220,418.43,5889.13
100205,2025-09-01,17427.17,3833.98,100,871.36,12621.83
100206,2025-09-01,13677.25,3009.0,100,683.86,9884.39
100207,2025-09-01,5354.08,1177.9,400,267.7,3508.48
100208,2025-09-01,9549.08,2100.8,220,477.45,6750.83
100209,2025-09-01,13886.58,3055.05,220,694.33,9917.2
100210,2025-09-01,11635.92,2559.9,220,581.8,8274.22
100212,2025-09-01,7734.17,1701.52,100,386.71,5545.94
100213,2025-09-01,5755.5,1266.21,220,287.78,3981.51
100214,2025-09-01,13461.33,2961.49,100,673.07,9726.77
100215,2025-09-01,10289.17,2263.62,400,514.46,7111.09
100216,2025-09-01,8925.83,1963.68,220,446.29,6295.86
100217,2025-09-01,5072.33,1115.91,220,253.62,3482.8
100218,2025-09-01,9922.0,2182.84,220,496.1,7023.06
100219,2025-09-01,6052.75,1331.6,400,302.64,4018.51
100220,2025-09-01,7042.25,1549.3,220,352.11,4920.84
100221,2025-09-01,6546.33,1440.19,220,327.32,4558.82
100223,2025-09-01,6650.75,1463.16,220,332.54,4635.05
100225,2025-09-01,4284.0,942.48,400,214.2,2727.32
100226,2025-09-01,23008.17,5061.8,220,1150.41,16575.96
100227,2025-09-01,24249.17,5334.82,220,1212.46,17481.89
100228,2025-09-01,5911.33,1300.49,400,295.57,3915.27
100229,2025-09-01,8533.92,1877.46,220,426.7,6009.76
100230,2025-09-01,10163.0,2235.86,220,508.15,7198.99
100231,2025-09-01,21849.75,4806.94,400,1092.49,15550.32
100232,2025-09-01,13836.08,3043.94,100,691.8,10000.34
100233,2025-09-01,7505.92,1651.3,400,375.3,5079.32
100234,2025-09-01,10870.25,2391.46,220,543.51,7715.28
100235,2025-09-01,10540.0,2318.8,100,527.0,7594.2
100236,2025-09-01,6577.25,1447.0,220,328.86,4581.39
100237,2025-09-01,15475.0,3404.5,100,773.75,11196.75
100238,2025-09-01,17955.5,3950.21,220,897.78,12887.51
100239,2025-09-01,6268.5,1379.07,220,313.42,4356.01
100240,2025-09-01,8714.92,1917.28,100,435.75,6261.89
100241,2025-09-01,11009.08,2422.0,220,550.45,7816.63
100242,2025-09-01,6200.67,1364.15,220,310.03,4306.49
100243,2025-09-01,17415.58,3831.43,400,870.78,12313.37
100245,2025-09-01,6622.0,1456.84,400,331.1,4434.06
100246,2025-09-01,5737.42,1262.23,220,286.87,3968.32
100247,2025-09-01,11367.75,2500.91,400,568.39,7898.45
100248,2025-09-01,13562.75,2983.8,220,678.14,9680.81
100249,2025-09-01,11897.17,2617.38,220,594.86,8464.93
100250,2025-09-01,5877.58,1293.07,220,293.88,4070.63
100251,2025-09-01,5025.08,1105.52,220,251.25,3448.31
100252,2025-09-01,6159.83,1355.16,220,307.99,4276.68
100253,2025-09-01,7168.42,1577.05,220,358.42,5012.95
100254,2025-09-01,11784.25,2592.54,400,589.21,8202.5
100255,2025-09-01,10453.25,2299.72,220,522.66,7410.87
100256,2025-09-01,5710.08,1256.22,220,285.5,3948.36
100257,2025-09-01,3861.33,849.49,400,193.07,2418.77
100258,2025-09-01,7561.83,1663.6,100,378.09,5420.14
100259,2025-09-01,13369.75,2941.34,400,668.49,9359.92
100260,2025-09-01,7063.0,1553.86,220,353.15,4935.99
100261,2025-09-01,11192.83,2462.42,100,559.64,8070.77
100262,2025-09-01,5936.08,1305.94,100,296.8,4233.34
100263,2025-09-01,7072.33,1555.91,400,353.62,4762.8
100264,2025-09-01,10279.42,2261.47,100,513.97,7403.98
100265,2025-09-01,17513.0,3852.86,100,875.65,12684.49
100266,2025-09-01,20532.0,4517.04,400,1026.6,14588.36
100267,2025-09-01,21000.25,4620.06,220,1050.01,15110.18
100268,2025-09-01,10128.5,2228.27,220,506.42,7173.81
100269,2025-09-01,6020.92,1324.6,220,301.05,4175.27
100270,2025-09-01,6412.25,1410.7,100,320.61,4580.94
100271,2025-09-01,11804.0,2596.88,220,590.2,8396.92
100272,2025-09-01,4497.0,989.34,220,224.85,3062.81
100273,2025-09-01,21564.0,4744.08,220,1078.2,15521.72
100274,2025-09-01,10863.17,2389.9,220,543.16,7710.11
100275,2025-09-01,7909.5,1740.09,220,395.48,5553.93
100276,2025-09-01,5403.5,1188.77,100,270.18,3844.55
100277,2025-09-01,5142.75,1131.4,220,257.14,3534.21
100278,2025-09-01,5346.33,1176.19,400,267.32,3502.82
100280,2025-09-01,7529.58,1656.51,400,376.48,5096.59
100281,2025-09-01,7858.75,1728.92,220,392.94,5516.89
100282,2025-09-01,5650.08,1243.02,220,282.5,3904.56
100283,2025-09-01,20663.67,4546.01,220,1033.18,14864.48
100284,2025-09-01,10823.17,2381.1,100,541.16,7800.91
100285,2025-09-01,7188.67,1581.51,100,359.43,5147.73
100286,2025-09-01,11213.0,2466.86,100,560.65,8085.49
100287,2025-09-01,9304.33,2046.95,220,465.22,6572.16
100288,2025-09-01,6877.75,1513.1,220,343.89,4800.76
100289,2025-09-01,11385.92,2504.9,400,569.3,7911.72
100290,2025-09-01,9354.83,2058.06,100,467.74,6729.03
100291,2025-09-01,8408.83,1849.94,220,420.44,5918.45
100292,2025-09-01,11492.33,2528.31,220,574.62,8169.4
100293,2025-09-01,8124.42,1787.37,100,406.22,5830.83
100294,2025-09-01,11579.5,2547.49,220,578.98,8233.03
100295,2025-09-01,4984.58,1096.61,100,249.23,3538.74
100296,2025-09-01,15452.08,3399.46,400,772.6,10880.02
100299,2025-09-01,11439.33,2516.65,400,571.97,7950.71
100300,2025-09-01,8309.83,1828.16,220,415.49,5846.18
100301,2025-09-01,29131.33,6408.89,100,1456.57,21165.87
100302,2025-09-01,7805.33,1717.17,100,390.27,5597.89
100303,2025-09-01,13906.42,3059.41,400,695.32,9751.69
100304,2025-09-01,11043.83,2429.64,220,552.19,7842.0
100306,2025-09-01,8418.5,1852.07,100,420.92,6045.51
100307,2025-09-01,5860.0,1289.2,220,293.0,4057.8
100309,2025-09-01,12092.5,2660.35,400,604.62,8427.53
100310,2025-09-01,6034.17,1327.52,400,301.71,4004.94
100311,2025-09-01,5722.67,1258.99,220,286.13,3957.55
100312,2025-09-01,12429.92,2734.58,220,621.5,8853.84
100314,2025-09-01,8900.0,1958.0,400,445.0,6097.0
100315,2025-09-01,18482.92,4066.24,400,924.15,13092.53
100316,2025-09-01,14013.58,3082.99,400,700.68,9829.91
100317,2025-09-01,8305.0,1827.1,220,415.25,5842.65
100319,2025-09-01,8314.75,1829.24,100,415.74,5969.77
100320,2025-09-01,10538.75,2318.52,220,526.94,7473.29
100321,2025-09-01,16274.0,3580.28,100,813.7,11780.02
100323,2025-09-01,8559.5,1883.09,220,427.98,6028.43
100324,2025-09-01,9923.42,2183.15,100,496.17,7144.1
100325,2025-09-01,5191.75,1142.18,220,259.59,3569.98
100327,2025-09-01,5250.42,1155.09,100,262.52,3732.81
100328,2025-09-01,4089.25,899.64,400,204.46,2585.15
100329,2025-09-01,8240.17,1812.84,100,412.01,5915.32
100330,2025-09-01,8941.75,1967.18,220,447.09,6307.48
100331,2025-09-01,21086.17,4638.96,220,1054.31,15172.9
100332,2025-09-01,14195.75,3123.06,220,709.79,10142.9
100333,2025-09-01,10566.42,2324.61,100,528.32,7613.49
100334,2025-09-01,11117.17,2445.78,220,555.86,7895.53
100335,2025-09-01,14758.17,3246.8,400,737.91,10373.46
100336,2025-09-01,12128.58,2668.29,220,606.43,8633.86
100337,2025-09-01,5506.67,1211.47,100,275.33,3919.87
100338,2025-09-01,7050.58,1551.13,100,352.53,5046.92
100339,2025-09-01,7528.33,1656.23,220,376.42,5275.68
100340,2025-09-01,6982.33,1536.11,400,349.12,4697.1
100341,2025-09-01,19326.17,4251.76,220,966.31,13888.1
100342,2025-09-01,8152.08,1793.46,220,407.6,5731.02
100343,2025-09-01,5020.67,1104.55,220,251.03,3445.09
100344,2025-09-01,4985.0,1096.7,100,249.25,3539.05
100345,2025-09-01,10991.08,2418.04,220,549.55,7803.49
100346,2025-09-01,23946.17,5268.16,100,1197.31,17380.7
100347,2025-09-01,9334.42,2053.57,400,466.72,6414.13
100349,2025-09-01,17735.83,3901.88,220,886.79,12727.16
100350,2025-09-01,7990.33,1757.87,220,399.52,5612.94
100351,2025-09-01,5269.0,1159.18,220,263.45,3626.37
100352,2025-09-01,12211.58,2686.55,100,610.58,8814.45
100355,2025-09-01,14839.67,3264.73,100,741.98,10732.96
100356,2025-09-01,11260.0,2477.2,220,563.0,7999.8
100357,2025-09-01,16005.42,3521.19,100,800.27,11583.96
100358,2025-09-01,11880.58,2613.73,100,594.03,8572.82
100359,2025-09-01,6844.33,1505.75,400,342.22,4596.36
100360,2025-09-01,4869.92,1071.38,220,243.5,3335.04
100361,2025-09-01,13655.25,3004.16,220,682.76,9748.33
100362,2025-09-01,11357.67,2498.69,100,567.88,8191.1
100363,2025-09-01,3766.17,828.56,100,188.31,2649.3
100364,2025-09-01,11215.0,2467.3,220,560.75,7966.95
100365,2025-09-01,5314.67,1169.23,100,265.73,3779.71
100366,2025-09-01,4454.92,980.08,220,222.75,3032.09
100367,2025-09-01,8821.92,1940.82,400,441.1,6040.0
100368,2025-09-01,12122.67,2666.99,400,606.13,8449.55
100369,2025-09-01,7768.67,1709.11,100,388.43,5571.13
100370,2025-09-01,6719.25,1478.24,220,335.96,4685.05
100371,2025-09-01,5149.75,1132.94,400,257.49,3359.32
100373,2025-09-01,13307.83,2927.72,400,665.39,9314.72
100374,2025-09-01,9314.08,2049.1,400,465.7,6399.28
100375,2025-09-01,14851.92,3267.42,220,742.6,10621.9
100376,2025-09-01,6399.08,1407.8,220,319.95,4451.33
100377,2025-09-01,8547.33,1880.41,220,427.37,6019.55
100378,2025-09-01,10490.25,2307.86,400,524.51,7257.88
100379,2025-09-01,13119.17,2886.22,400,655.96,9176.99
100380,2025-09-01,7940.83,1746.98,220,397.04,5576.81
100381,2025-09-01,6842.0,1505.24,220,342.1,4774.66
100382,2025-09-01,8202.58,1804.57,220,410.13,5767.88
100383,2025-09-01,16589.5,3649.69,100,829.48,12010.33
100384,2025-09-01,7087.0,1559.14,100,354.35,5073.51
100385,2025-09-01,12164.67,2676.23,220,608.23,8660.21
100386,2025-09-01,13085.83,2878.88,220,654.29,9332.66
100387,2025-09-01,20047.58,4410.47,400,1002.38,14234.73
100388,2025-09-01,5386.33,1184.99,100,269.32,3832.02
100389,2025-09-01,10429.33,2294.45,400,521.47,7213.41
100390,2025-09-01,20938.58,4606.49,400,1046.93,14885.16
100391,2025-09-01,14791.0,3254.02,100,739.55,10697.43
100392,2025-09-01,6055.33,1332.17,220,302.77,4200.39
100393,2025-09-01,5909.58,1300.11,400,295.48,3913.99
100394,2025-09-01,12960.25,2851.26,220,648.01,9240.98
100395,2025-09-01,8123.83,1787.24,220,406.19,5710.4
100396,2025-09-01,11135.17,2449.74,400,556.76,7728.67
100397,2025-09-01,6628.08,1458.18,400,331.4,4438.5
100398,2025-09-01,8793.83,1934.64,220,439.69,6199.5
100399,2025-09-01,15568.42,3425.05,220,778.42,11144.95
100400,2025-09-01,7709.92,1696.18,100,385.5,5528.24
100401,2025-09-01,13228.5,2910.27,100,661.42,9556.81
100402,2025-09-01,4699.25,1033.84,220,234.96,3210.45
100403,2025-09-01,3947.0,868.34,100,197.35,2781.31
100405,2025-09-01,16891.75,3716.18,220,844.59,12110.98
100406,2025-09-01,8053.08,1771.68,400,402.65,5478.75
100407,2025-09-01,12112.25,2664.7,100,605.61,8741.94
100408,2025-09-01,8829.67,1942.53,220,441.48,6225.66
100409,2025-09-01,14770.67,3249.55,400,738.53,10382.59
100410,2025-09-01,8869.0,1951.18,100,443.45,6374.37
100411,2025-09-01,3438.42,756.45,400,171.92,2110.05
100412,2025-09-01,12228.25,2690.22,220,611.41,8706.62
100413,2025-09-01,16364.0,3600.08,220,818.2,11725.72
100414,2025-09-01,4329.75,952.54,220,216.49,2940.72
100415,2025-09-01,12730.75,2800.76,220,636.54,9073.45
100416,2025-09-01,9369.33,2061.25,100,468.47,6739.61
100417,2025-09-01,27175.58,5978.63,400,1358.78,19438.17
100418,2025-09-01,3879.42,853.47,400,193.97,2431.98
100419,2025-09-01,8371.08,1841.64,220,418.55,5890.89
100420,2025-09-01,20212.08,4446.66,220,1010.6,14534.82
100421,2025-09-01,6091.33,1340.09,220,304.57,4226.67
100422,2025-09-01,6585.33,1448.77,220,329.27,4587.29
100423,2025-09-01,7287.25,1603.2,220,364.36,5099.69
100424,2025-09-01,14614.17,3215.12,220,730.71,10448.34
100425,2025-09-01,13014.75,2863.24,220,650.74,9280.77
100426,2025-09-01,5217.17,1147.78,100,260.86,3708.53
100427,2025-09-01,7815.42,1719.39,100,390.77,5605.26
100428,2025-09-01,13780.0,3031.6,220,689.0,9839.4
100429,2025-09-01,7223.0,1589.06,220,361.15,5052.79
100430,2025-09-01,11241.17,2473.06,100,562.06,8106.05
100432,2025-09-01,8089.83,1779.76,220,404.49,5685.58
100433,2025-09-01,4602.92,1012.64,220,230.15,3140.13
100434,2025-09-01,5224.0,1149.28,220,261.2,3593.52
100435,2025-09-01,10884.42,2394.57,400,544.22,7545.63
100436,2025-09-01,14667.08,3226.76,220,733.35,10486.97
100437,2025-09-01,9874.92,2172.48,220,493.75,6988.69
100438,2025-09-01,11496.58,2529.25,400,574.83,7992.5
100439,2025-09-01,5641.83,1241.2,220,282.09,3898.54
100440,2025-09-01,10819.08,2380.2,100,540.95,7797.93
100441,2025-09-01,15186.75,3341.08,220,759.34,10866.33
100442,2025-09-01,14915.92,3281.5,220,745.8,10668.62
100443,2025-09-01,4549.17,1000.82,100,227.46,3220.89
100444,2025-09-01,5264.42,1158.17,100,263.22,3743.03
100445,2025-09-01,7940.67,1746.95,100,397.03,5696.69
100446,2025-09-01,14107.75,3103.7,400,705.39,9898.66
100447,2025-09-01,6214.92,1367.28,220,310.75,4316.89
100449,2025-09-01,8455.17,1860.14,100,422.76,6072.27
100450,2025-09-01,17339.42,3814.67,220,866.97,12437.78
100451,2025-09-01,8426.33,1853.79,100,421.32,6051.22
100452,2025-09-01,4928.25,1084.21,100,246.41,3497.63
100453,2025-09-01,11152.0,2453.44,220,557.6,7920.96
100454,2025-09-01,14481.5,3185.93,220,724.08,10351.49
100455,2025-09-01,10679.92,2349.58,220,534.0,7576.34
100456,2025-09-01,7503.92,1650.86,100,375.2,5377.86
100457,2025-09-01,13578.58,2987.29,220,678.93,9692.36
100458,2025-09-01,7142.17,1571.28,400,357.11,4813.78
100459,2025-09-01,12048.33,2650.63,100,602.42,8695.28
100460,2025-09-01,4064.25,894.14,400,203.21,2566.9
100461,2025-09-01,7010.42,1542.29,220,350.52,4897.61
100462,2025-09-01,13362.25,2939.7,220,668.11,9534.44
100463,2025-09-01,13161.67,2895.57,220,658.08,9388.02
100464,2025-09-01,12725.17,2799.54,220,636.26,9069.37
100465,2025-09-01,13617.0,2995.74,100,680.85,9840.41
100466,2025-09-01,4449.33,978.85,400,222.47,2848.01
100467,2025-09-01,12378.42,2723.25,220,618.92,8816.25
100468,2025-09-01,11122.58,2446.97,220,556.13,7899.48
100469,2025-09-01,11242.0,2473.24,220,562.1,7986.66
100470,2025-09-01,17426.25,3833.78,220,871.31,12501.16
100471,2025-09-01,6334.5,1393.59,220,316.73,4404.18
100472,2025-09-01,6859.92,1509.18,220,343.0,4787.74
100473,2025-09-01,4742.67,1043.39,100,237.13,3362.15
100474,2025-09-01,9807.5,2157.65,220,490.38,6939.47
100475,2025-09-01,7459.33,1641.05,400,372.97,5045.31
100476,2025-09-01,10137.25,2230.2,100,506.86,7300.19
100477,2025-09-01,14006.17,3081.36,400,700.31,9824.5
100478,2025-09-01,6727.67,1480.09,100,336.38,4811.2
100479,2025-09-01,8407.5,1849.65,400,420.38,5737.47
100481,2025-09-01,11099.92,2441.98,400,555.0,7702.94
100482,2025-09-01,8338.92,1834.56,400,416.95,5687.41
100483,2025-09-01,9159.92,2015.18,400,458.0,6286.74
100484,2025-09-01,20791.83,4574.2,220,1039.59,14958.04
100485,2025-09-01,28761.75,6327.58,220,1438.09,20776.08
100486,2025-09-01,10824.33,2381.35,100,541.22,7801.76
100487,2025-09-01,4349.0,956.78,220,217.45,2954.77
100488,2025-09-01,6807.92,1497.74,100,340.4,4869.78
100489,2025-09-01,8825.5,1941.61,220,441.28,6222.61
100490,2025-09-01,6891.92,1516.22,220,344.6,4811.1
100492,2025-09-01,19684.83,4330.66,100,984.24,14269.93
100493,2025-09-01,4170.92,917.6,400,208.55,2644.77
100494,2025-09-01,6382.33,1404.11,100,319.12,4559.1
100495,2025-09-01,11246.67,2474.27,220,562.33,7990.07
100496,2025-09-01,9692.67,2132.39,220,484.63,6855.65
100497,2025-09-01,13644.25,3001.74,220,682.21,9740.3
100498,2025-09-01,8928.75,1964.32,100,446.44,6417.99
100499,2025-09-01,12313.5,2708.97,220,615.68,8768.85
100500,2025-09-01,18708.5,4115.87,100,935.42,13557.21
100501,2025-09-01,13784.25,3032.54,100,689.21,9962.5
100502,2025-09-01,8835.33,1943.77,220,441.77,6229.79
100503,2025-09-01,11005.33,2421.17,100,550.27,7933.89
100505,2025-09-01,11935.83,2625.88,100,596.79,8613.16
100506,2025-09-01,10231.08,2250.84,100,511.55,7368.69
100507,2025-09-01,5972.83,1314.02,400,298.64,3960.17
100508,2025-09-01,4708.42,1035.85,100,235.42,3337.15
100509,2025-09-01,11699.25,2573.84,220,584.96,8320.45
100510,2025-09-01,16132.0,3549.04,100,806.6,11676.36
100511,2025-09-01,9121.25,2006.68,220,456.06,6438.51
100512,2025-09-01,14948.58,3288.69,220,747.43,10692.46
100513,2025-09-01,16850.25,3707.06,100,842.51,12200.68
100514,2025-09-01,15666.5,3446.63,100,783.32,11336.55
100515,2025-09-01,8637.33,1900.21,400,431.87,5905.25
100516,2025-09-01,13945.58,3068.03,100,697.28,10080.27
100517,2025-09-01,8015.42,1763.39,220,400.77,5631.26
100518,2025-09-01,16904.5,3718.99,100,845.22,12240.29
100519,2025-09-01,4343.17,955.5,220,217.16,2950.51
100520,2025-09-01,20527.25,4516.0,100,1026.36,14884.89
100521,2025-09-01,11050.92,2431.2,400,552.55,7667.17
100522,2025-09-01,9210.42,2026.29,220,460.52,6503.61
100523,2025-09-01,3425.83,753.68,220,171.29,2280.86
100524,2025-09-01,11036.42,2428.01,100,551.82,7956.59
100525,2025-09-01,16033.17,3527.3,400,801.66,11304.21
100526,2025-09-01,11394.83,2506.86,100,569.74,8218.23
100527,2025-09-01,9092.08,2000.26,220,454.6,6417.22
100528,2025-09-01,7430.67,1634.75,400,371.53,5024.39
100529,2025-09-01,10373.17,2282.1,220,518.66,7352.41
100530,2025-09-01,6074.75,1336.44,100,303.74,4334.57
100531,2025-09-01,6280.75,1381.76,220,314.04,4364.95
100532,2025-09-01,6485.58,1426.83,220,324.28,4514.47
100533,2025-09-01,10872.58,2391.97,100,543.63,7836.98
100534,2025-09-01,15699.75,3453.94,400,784.99,11060.82
100535,2025-09-01,13068.25,2875.02,100,653.41,9439.82
100536,2025-09-01,6729.5,1480.49,400,336.48,4512.53
100537,2025-09-01,6862.92,1509.84,220,343.15,4789.93
100538,2025-09-01,5450.33,1199.07,400,272.52,3578.74
100539,2025-09-01,12481.33,2745.89,400,624.07,8711.37
100540,2025-09-01,5551.08,1221.24,220,277.55,3832.29
100541,2025-09-01,6709.92,1476.18,220,335.5,4678.24
100542,2025-09-01,22151.92,4873.42,400,1107.6,15770.9
100543,2025-09-01,12231.75,2690.98,100,611.59,8829.18
100544,2025-09-01,10748.5,2364.67,400,537.43,7446.4
100545,2025-09-01,8308.58,1827.89,100,415.43,5965.26
100546,2025-09-01,7142.33,1571.31,220,357.12,4993.9
100547,2025-09-01,9085.83,1998.88,400,454.29,6232.66
100548,2025-09-01,6843.83,1505.64,100,342.19,4896.0
100549,2025-09-01,8854.08,1947.9,220,442.7,6243.48
100550,2025-09-01,21395.0,4706.9,220,1069.75,15398.35
100551,2025-09-01,9133.83,2009.44,220,456.69,6447.7
100552,2025-09-01,10017.83,2203.92,100,500.89,7213.02
100553,2025-09-01,5280.58,1161.73,220,264.03,3634.82
100554,2025-09-01,11501.58,2530.35,220,575.08,8176.15
100555,2025-09-01,7482.17,1646.08,220,374.11,5241.98
100556,2025-09-01,13415.83,2951.48,400,670.79,9393.56
100557,2025-09-01,8621.25,1896.68,220,431.06,6073.51
100558,2025-09-01,12408.0,2729.76,220,620.4,8837.84
100559,2025-09-01,7355.0,1618.1,220,367.75,5149.15
100560,2025-09-01,7064.92,1554.28,220,353.25,4937.39
100561,2025-09-01,6401.5,1408.33,220,320.08,4453.09
100562,2025-09-01,6707.83,1475.72,220,335.39,4676.72
100563,2025-09-01,16284.17,3582.52,220,814.21,11667.44
100564,2025-09-01,14194.92,3122.88,220,709.75,10142.29
100565,2025-09-01,3705.08,815.12,400,185.25,2304.71
100566,2025-09-01,3605.83,793.28,220,180.29,2412.26
100567,2025-09-01,5830.33,1282.67,100,291.52,4156.14
100568,2025-09-01,20613.83,4535.04,220,1030.69,14828.1
100569,2025-09-01,11197.0,2463.34,220,559.85,7953.81
100570,2025-09-01,5970.42,1313.49,100,298.52,4258.41
100571,2025-09-01,6985.5,1536.81,400,349.28,4699.41
100572,2025-09-01,11633.75,2559.43,220,581.69,8272.63
100573,2025-09-01,10867.83,2390.92,100,543.39,7833.52
100574,2025-09-01,6988.92,1537.56,220,349.45,4881.91
100575,2025-09-01,6722.0,1478.84,220,336.1,4687.06
100576,2025-09-01,15572.5,3425.95,220,778.62,11147.93
100577,2025-09-01,10811.33,2378.49,400,540.57,7492.27
100580,2025-09-01,21234.67,4671.63,220,1061.73,15281.31
100581,2025-09-01,7163.67,1576.01,220,358.18,5009.48
100582,2025-09-01,9907.0,2179.54,220,495.35,7012.11
100584,2025-09-01,9981.83,2196.0,400,499.09,6886.74
100585,2025-09-01,5365.25,1180.36,220,268.26,3696.63
100586,2025-09-01,5055.08,1112.12,400,252.75,3290.21
100587,2025-09-01,14438.25,3176.42,100,721.91,10439.92
100588,2025-09-01,10547.75,2320.5,220,527.39,7479.86
100589,2025-09-01,5253.5,1155.77,100,262.68,3735.05
100591,2025-09-01,7256.42,1596.41,220,362.82,5077.19
100592,2025-09-01,8207.25,1805.6,100,410.36,5891.29
100593,2025-09-01,11407.33,2509.61,220,570.37,8107.35
100594,2025-09-01,6335.5,1393.81,400,316.78,4224.91
100595,2025-09-01,6780.08,1491.62,220,339.0,4729.46
100596,2025-09-01,7267.83,1598.92,400,363.39,4905.52
100597,2025-09-01,9002.83,1980.62,100,450.14,6472.07
100598,2025-09-01,11120.08,2446.42,220,556.0,7897.66
100600,2025-09-01,11273.67,2480.21,100,563.68,8129.78
100601,2025-09-01,8221.67,1808.77,220,411.08,5781.82
100602,2025-09-01,5089.08,1119.6,220,254.45,3495.03
100603,2025-09-01,6489.75,1427.74,220,324.49,4517.52
100604,2025-09-01,16159.33,3555.05,100,807.97,11696.31
100605,2025-09-01,13851.5,3047.33,220,692.58,9891.59
100606,2025-09-01,10570.58,2325.53,220,528.53,7496.52
100607,2025-09-01,8924.83,1963.46,220,446.24,6295.13
100608,2025-09-01,8451.33,1859.29,400,422.57,5769.47
100609,2025-09-01,12063.17,2653.9,400,603.16,8406.11
100610,2025-09-01,13861.08,3049.44,220,693.05,9898.59
100611,2025-09-01,5408.17,1189.8,100,270.41,3847.96
100612,2025-09-01,8784.5,1932.59,100,439.22,6312.69
100613,2025-09-01,10741.92,2363.22,220,537.1,7621.6
100614,2025-09-01,9521.92,2094.82,100,476.1,6851.0
100615,2025-09-01,8997.75,1979.5,220,449.89,6348.36
100616,2025-09-01,9992.33,2198.31,220,499.62,7074.4
100617,2025-09-01,4943.92,1087.66,220,247.2,3389.06
100618,2025-09-01,9132.58,2009.17,100,456.63,6566.78
100619,2025-09-01,14556.58,3202.45,400,727.83,10226.3
100620,2025-09-01,6707.25,1475.6,220,335.36,4676.29
100621,2025-09-01,13406.0,2949.32,220,670.3,9566.38
100622,2025-09-01,4997.0,1099.34,100,249.85,3547.81
100623,2025-09-01,6699.83,1473.96,400,334.99,4490.88
100624,2025-09-01,9047.92,1990.54,400,452.4,6204.98
100625,2025-09-01,4540.75,998.96,400,227.04,2914.75
100627,2025-09-01,8070.42,1775.49,220,403.52,5671.41
100628,2025-09-01,6462.5,1421.75,100,323.12,4617.63
100629,2025-09-01,21505.08,4731.12,220,1075.25,15478.71
100631,2025-09-01,4172.0,917.84,100,208.6,2945.56
100632,2025-09-01,5309.5,1168.09,220,265.48,3655.93
100633,2025-09-01,9178.92,2019.36,220,458.95,6480.61
100634,2025-09-01,7823.08,1721.08,220,391.15,5490.85
100635,2025-09-01,7494.0,1648.68,400,374.7,5070.62
100636,2025-09-01,13469.75,2963.34,220,673.49,9612.92
100637,2025-09-01,5336.58,1174.05,100,266.83,3795.7
100638,2025-09-01,14633.42,3219.35,220,731.67,10462.4
100639,2025-09-01,10537.17,2318.18,220,526.86,7472.13
100640,2025-09-01,4803.25,1056.71,220,240.16,3286.38
100641,2025-09-01,11070.17,2435.44,100,553.51,7981.22
100642,2025-09-01,7106.0,1563.32,220,355.3,4967.38
100643,2025-09-01,9663.83,2126.04,100,483.19,6954.6
100644,2025-09-01,4585.58,1008.83,220,229.28,3127.47
100645,2025-09-01,5237.42,1152.23,400,261.87,3423.32
100646,2025-09-01,10541.58,2319.15,100,527.08,7595.35
100647,2025-09-01,6283.83,1382.44,220,314.19,4367.2
100648,2025-09-01,15611.33,3434.49,220,780.57,11176.27
100649,2025-09-01,7153.92,1573.86,220,357.7,5002.36
100650,2025-09-01,8116.0,1785.52,100,405.8,5824.68
100651,2025-09-01,13744.25,3023.74,220,687.21,9813.3
100652,2025-09-01,6466.83,1422.7,100,323.34,4620.79
100653,2025-09-01,6917.58,1521.87,220,345.88,4829.83
100654,2025-09-01,6805.83,1497.28,100,340.29,4868.26
100655,2025-09-01,5908.58,1299.89,400,295.43,3913.26
100656,2025-09-01,7018.75,1544.12,220,350.94,4903.69
100658,2025-09-01,20175.42,4438.59,220,1008.77,14508.06
100659,2025-09-01,5194.17,1142.72,100,259.71,3691.74
100660,2025-09-01,8265.08,1818.32,100,413.25,5933.51
100661,2025-09-01,4988.58,1097.49,100,249.43,3541.66
100662,2025-09-01,5592.17,1230.28,100,279.61,3982.28
100663,2025-09-01,6151.33,1353.29,100,307.57,4390.47
100664,2025-09-01,13631.25,2998.88,220,681.56,9730.81
100665,2025-09-01,10012.0,2202.64,220,500.6,7088.76
100666,2025-09-01,18570.92,4085.6,100,928.55,13456.77
100667,2025-09-01,5919.83,1302.36,400,295.99,3921.48
100668,2025-09-01,7092.42,1560.33,100,354.62,5077.47
100669,2025-09-01,29107.42,6403.63,100,1455.37,21148.42
100670,2025-09-01,10665.25,2346.36,400,533.26,7385.63
100671,2025-09-01,7551.33,1661.29,220,377.57,5292.47
100672,2025-09-01,5563.83,1224.04,220,278.19,3841.6
100673,2025-09-01,11259.5,2477.09,100,562.98,8119.43
100674,2025-09-01,9836.92,2164.12,220,491.85,6960.95
