employee_id,course_name,completion_date,skill_category,is_required
100476,Strategic Thinking,2026-06-13,Leadership,Yes
100477,Cross-functional Collaboration,2020-02-18,Communication,Yes
100477,People Management Basics,2020-02-19,Management,Yes
100477,Communication Skills 101,2020-10-06,Communication,Yes
100477,Data-Driven Decision Making,2020-12-17,Technical,Yes
100477,SQL Essentials,2021-10-23,Technical,No
100477,Foundations of Excellence,2022-06-01,Technical,Yes
100477,Strategic Thinking,2022-08-26,Leadership,Yes
100477,Organizational Leadership,2022-12-05,Management,Yes
100477,Compliance Basics,2023-04-26,Compliance,Yes
100477,Leadership Essentials,2024-04-02,Leadership,Yes
100477,Advanced Communication,2024-12-28,Communication,Yes
100478,Compliance Basics,2020-11-05,Compliance,Yes
100478,Foundations of Excellence,2021-01-11,Technical,Yes
100478,Communication Skills 101,2021-06-30,Communication,Yes
100478,Presentation Skills,2022-01-19,Communication,No
100479,Compliance Basics,2019-11-13,Compliance,Yes
100479,Data-Driven Decision Making,2020-06-08,Technical,Yes
100479,Communication Skills 101,2020-08-26,Communication,Yes
100479,Advanced Communication,2022-09-28,Communication,Yes
100479,Talent Acquisition,2024-10-19,Management,No
100479,Foundations of Excellence,2025-04-08,Technical,Yes
100480,SQL Essentials,2020-11-30,Technical,No
100480,Compliance Basics,2021-01-11,Compliance,Yes
100480,Excel Advanced,2021-05-07,Technical,No
100480,Data-Driven Decision Making,2021-12-09,Technical,Yes
100480,Foundations of Excellence,2022-06-26,Technical,Yes
100480,Advanced Communication,2022-07-08,Communication,Yes
100480,Communication Skills 101,2022-08-08,Communication,Yes
100480,Strategic Thinking,2022-08-31,Leadership,Yes
100481,Strategic Thinking,2019-03-13,Leadership,Yes
100481,Talent Acquisition,2019-06-20,Management,No
100481,Advanced Communication,2019-06-25,Communication,Yes
100481,Foundations of Excellence,2019-07-19,Technical,Yes
100481,Power BI Fundamentals,2020-04-28,Technical,No
100481,Organizational Leadership,2021-05-26,Management,Yes
100481,Cross-functional Collaboration,2024-02-29,Communication,Yes
100481,Project Management Fundamentals,2024-04-04,Technical,Yes
100481,People Management Basics,2024-04-26,Management,Yes
100481,Leadership Essentials,2024-05-15,Leadership,Yes
100481,Data-Driven Decision Making,2024-07-26,Technical,Yes
100481,Compliance Basics,2025-10-22,Compliance,Yes
100481,Communication Skills 101,2025-11-18,Communication,Yes
100482,Cloud Computing Basics,2020-12-22,Technical,No
100482,Data-Driven Decision Making,2021-10-29,Technical,Yes
100482,Performance Management,2021-11-21,Management,No
100482,Project Management Fundamentals,2022-09-01,Technical,Yes
100482,Advanced Communication,2024-10-23,Communication,Yes
100482,Python for Data Analysis,2025-09-28,Technical,No
100482,Foundations of Excellence,2025-10-06,Technical,Yes
100482,Communication Skills 101,2026-04-13,Communication,Yes
100483,Budget Planning,2020-07-10,Management,No
100483,Anti-Harassment Training,2020-08-06,Compliance,No
100483,Strategic Thinking,2021-01-29,Leadership,Yes
100483,Data-Driven Decision Making,2021-06-04,Technical,Yes
100483,Communication Skills 101,2021-12-29,Communication,Yes
100483,Presentation Skills,2021-12-29,Communication,No
100483,Foundations of Excellence,2022-01-08,Technical,Yes
100483,Advanced Communication,2023-03-24,Communication,Yes
100483,People Management Basics,2023-11-21,Management,Yes
100483,Compliance Basics,2025-10-09,Compliance,Yes
100483,Project Management Fundamentals,2026-03-20,Technical,Yes
100483,Cross-functional Collaboration,2026-06-14,Communication,Yes
100484,Executive Presence,2017-02-27,Leadership,Yes
100484,Organizational Leadership,2017-07-17,Management,Yes
100484,Data-Driven Decision Making,2018-04-15,Technical,Yes
100484,SQL Essentials,2018-05-11,Technical,No
100484,Project Management Fundamentals,2018-11-25,Technical,Yes
100484,Compliance Basics,2018-12-15,Compliance,Yes
100484,Leadership Essentials,2019-12-30,Leadership,Yes
100484,Excel Advanced,2020-08-24,Technical,No
100484,Advanced Communication,2021-02-24,Communication,Yes
100484,People Management Basics,2023-03-18,Management,Yes
100484,Business Strategy,2024-02-06,Management,Yes
100484,Anti-Harassment Training,2024-07-14,Compliance,No
100484,Communication Skills 101,2025-01-27,Communication,Yes
100485,Strategic Thinking,2017-09-24,Leadership,Yes
100485,Cross-functional Collaboration,2018-02-20,Communication,Yes
100485,Compliance Basics,2018-04-05,Compliance,Yes
100485,Leadership Essentials,2018-09-10,Leadership,Yes
100485,Project Management Fundamentals,2019-07-07,Technical,Yes
100485,Presentation Skills,2019-10-26,Communication,No
100485,Executive Leadership Program,2020-02-19,Leadership,Yes
100485,Workplace Safety,2021-02-21,Compliance,No
100485,People Management Basics,2021-03-16,Management,Yes
100485,Advanced Communication,2022-02-21,Communication,Yes
100485,Talent Acquisition,2022-07-08,Management,No
100485,Business Strategy,2023-03-18,Management,Yes
100485,Executive Presence,2023-11-06,Leadership,Yes
100485,Data-Driven Decision Making,2025-05-07,Technical,Yes
100485,Foundations of Excellence,2025-06-13,Technical,Yes
100486,Communication Skills 101,2024-05-04,Communication,Yes
100486,Project Management Fundamentals,2024-11-08,Technical,Yes
100486,Cross-functional Collaboration,2025-04-20,Communication,Yes
100486,Power BI Fundamentals,2025-05-07,Technical,No
100486,Advanced Communication,2025-05-13,Communication,Yes
100486,Foundations of Excellence,2025-05-28,Technical,Yes
100486,Anti-Harassment Training,2025-08-29,Compliance,No
100486,Data-Driven Decision Making,2025-12-17,Technical,Yes
100486,Strategic Thinking,2026-04-01,Leadership,Yes
100486,SQL Essentials,2026-04-07,Technical,No
100487,Talent Acquisition,2025-12-17,Management,No
100487,Compliance Basics,2026-03-28,Compliance,Yes
100487,Workplace Safety,2026-04-17,Compliance,No
100487,Coaching Skills,2026-04-22,Leadership,No
100487,Project Management Fundamentals,2026-05-09,Technical,Yes
100487,Foundations of Excellence,2026-05-21,Technical,Yes
100487,Communication Skills 101,2026-05-24,Communication,Yes
100488,Foundations of Excellence,2018-01-14,Technical,Yes
100488,Cross-functional Collaboration,2020-08-18,Communication,Yes
100488,Project Management Fundamentals,2020-10-17,Technical,Yes
100488,Power BI Fundamentals,2020-11-01,Technical,No
100488,Advanced Communication,2024-03-05,Communication,Yes
100488,Compliance Basics,2024-05-06,Compliance,Yes
100488,Communication Skills 101,2025-02-15,Communication,Yes
100488,Data-Driven Decision Making,2025-08-12,Technical,Yes
100488,Business Writing,2026-06-15,Communication,No
100489,Advanced Communication,2020-07-04,Communication,Yes
100489,Conflict Resolution,2021-11-02,Leadership,No
100489,Project Management Fundamentals,2023-01-30,Technical,Yes
100489,Data-Driven Decision Making,2023-02-05,Technical,Yes
100489,Anti-Harassment Training,2023-02-05,Compliance,No
100489,Communication Skills 101,2024-01-06,Communication,Yes
100489,Foundations of Excellence,2024-02-21,Technical,Yes
100489,Cross-functional Collaboration,2025-07-07,Communication,Yes
100490,Communication Skills 101,2018-11-21,Communication,Yes
100490,Compliance Basics,2020-07-04,Compliance,Yes
100490,Coaching Skills,2020-08-16,Leadership,No
100490,Data Privacy & GDPR,2020-11-05,Compliance,No
100490,Data-Driven Decision Making,2023-12-09,Technical,Yes
100490,Project Management Fundamentals,2024-05-19,Technical,Yes
100490,Python for Data Analysis,2024-07-17,Technical,No
100490,Negotiation Tactics,2024-12-17,Communication,No
100490,Foundations of Excellence,2026-01-23,Technical,Yes
100491,Data-Driven Decision Making,2017-02-03,Technical,Yes
100491,Negotiation Tactics,2017-06-15,Communication,No
100491,Coaching Skills,2017-10-29,Leadership,No
100491,Cross-functional Collaboration,2018-10-06,Communication,Yes
100491,Communication Skills 101,2018-10-23,Communication,Yes
100491,Project Management Fundamentals,2019-05-13,Technical,Yes
100491,Python for Data Analysis,2019-05-31,Technical,No
100491,People Management Basics,2019-07-04,Management,Yes
100491,Executive Presence,2019-11-06,Leadership,Yes
100491,Budget Planning,2022-01-03,Management,No
100491,Compliance Basics,2022-02-26,Compliance,Yes
100491,Business Strategy,2023-01-25,Management,Yes
100491,Foundations of Excellence,2023-08-14,Technical,Yes
100491,Leadership Essentials,2024-07-12,Leadership,Yes
100491,SQL Essentials,2024-12-22,Technical,No
100491,Organizational Leadership,2024-12-31,Management,Yes
100491,Strategic Thinking,2025-01-24,Leadership,Yes
100492,Presentation Skills,2024-04-02,Communication,No
100492,Budget Planning,2024-04-25,Management,No
100492,Compliance Basics,2024-06-14,Compliance,Yes
100492,Strategic Thinking,2024-10-19,Leadership,Yes
100492,Cross-functional Collaboration,2024-11-01,Communication,Yes
100492,Organizational Leadership,2024-11-04,Management,Yes
100492,Excel Advanced,2024-11-21,Technical,No
100492,Advanced Communication,2024-12-03,Communication,Yes
100492,Project Management Fundamentals,2024-12-13,Technical,Yes
100492,Change Management,2024-12-27,Leadership,No
100492,Executive Leadership Program,2025-01-05,Leadership,Yes
100492,Business Strategy,2025-05-08,Management,Yes
100492,Leadership Essentials,2025-05-11,Leadership,Yes
100492,Executive Presence,2025-11-15,Leadership,Yes
100492,Communication Skills 101,2026-03-21,Communication,Yes
100492,Negotiation Tactics,2026-04-11,Communication,No
100493,Foundations of Excellence,2017-05-12,Technical,Yes
100493,Budget Planning,2018-08-20,Management,No
100493,Change Management,2018-11-05,Leadership,No
100493,Conflict Resolution,2020-06-11,Leadership,No
100493,Compliance Basics,2020-09-06,Compliance,Yes
100493,Anti-Harassment Training,2021-01-19,Compliance,No
100493,Cloud Computing Basics,2026-01-16,Technical,No
100494,Compliance Basics,2017-05-31,Compliance,Yes
100494,Coaching Skills,2018-03-22,Leadership,No
100494,Conflict Resolution,2018-06-02,Leadership,No
100494,Data-Driven Decision Making,2019-09-01,Technical,Yes
100494,Anti-Harassment Training,2020-04-26,Compliance,No
100494,Communication Skills 101,2020-06-25,Communication,Yes
100494,Project Management Fundamentals,2021-08-31,Technical,Yes
100494,Foundations of Excellence,2026-06-09,Technical,Yes
100495,Workplace Safety,2020-06-05,Compliance,No
100495,Change Management,2021-05-01,Leadership,No
100495,Data Privacy & GDPR,2021-05-06,Compliance,No
100495,Strategic Thinking,2022-02-10,Leadership,Yes
100495,Project Management Fundamentals,2022-11-11,Technical,Yes
100495,Cross-functional Collaboration,2023-05-21,Communication,Yes
100495,Communication Skills 101,2023-08-02,Communication,Yes
100495,Advanced Communication,2023-08-11,Communication,Yes
100495,Organizational Leadership,2023-10-08,Management,Yes
100495,Negotiation Tactics,2023-12-29,Communication,No
100495,Data-Driven Decision Making,2025-01-22,Technical,Yes
100495,Coaching Skills,2025-03-08,Leadership,No
100495,Compliance Basics,2025-03-11,Compliance,Yes
100495,Leadership Essentials,2025-03-21,Leadership,Yes
100495,People Management Basics,2025-04-01,Management,Yes
100496,Coaching Skills,2023-11-22,Leadership,No
100496,Anti-Harassment Training,2024-05-02,Compliance,No
100496,Negotiation Tactics,2024-08-21,Communication,No
100496,Data-Driven Decision Making,2024-08-25,Technical,Yes
100496,Advanced Communication,2024-10-16,Communication,Yes
100496,Project Management Fundamentals,2025-03-28,Technical,Yes
100496,Foundations of Excellence,2025-10-28,Technical,Yes
100496,Strategic Thinking,2026-05-13,Leadership,Yes
100496,People Management Basics,2026-06-06,Management,Yes
100496,Compliance Basics,2026-06-07,Compliance,Yes
100497,People Management Basics,2023-04-13,Management,Yes
100497,Compliance Basics,2023-08-18,Compliance,Yes
100497,Leadership Essentials,2023-12-23,Leadership,Yes
100497,Foundations of Excellence,2024-04-09,Technical,Yes
100497,Executive Presence,2024-04-10,Leadership,Yes
100497,Project Management Fundamentals,2024-05-20,Technical,Yes
100497,Talent Acquisition,2024-06-21,Management,No
100497,Data-Driven Decision Making,2024-08-06,Technical,Yes
100497,Strategic Thinking,2024-09-14,Leadership,Yes
100497,Cross-functional Collaboration,2025-01-09,Communication,Yes
100497,Advanced Communication,2025-02-11,Communication,Yes
100497,Communication Skills 101,2025-05-15,Communication,Yes
100498,Coaching Skills,2018-11-08,Leadership,No
100498,Business Writing,2019-07-09,Communication,No
100498,Project Management Fundamentals,2019-09-26,Technical,Yes
100498,Foundations of Excellence,2019-12-03,Technical,Yes
100498,Advanced Communication,2020-02-09,Communication,Yes
100498,Communication Skills 101,2020-04-12,Communication,Yes
100498,Strategic Thinking,2021-07-12,Leadership,Yes
100498,Data Privacy & GDPR,2022-02-22,Compliance,No
100498,Presentation Skills,2022-03-05,Communication,No
100498,People Management Basics,2022-08-08,Management,Yes
100498,Performance Management,2022-10-05,Management,No
100498,Data-Driven Decision Making,2024-08-23,Technical,Yes
100498,Cross-functional Collaboration,2026-05-09,Communication,Yes
100498,Compliance Basics,2026-05-12,Compliance,Yes
100499,Compliance Basics,2020-06-10,Compliance,Yes
100499,Leadership Essentials,2020-10-23,Leadership,Yes
100499,Conflict Resolution,2021-01-07,Leadership,No
100499,People Management Basics,2021-03-19,Management,Yes
100499,Strategic Thinking,2021-06-27,Leadership,Yes
100499,Organizational Leadership,2022-01-30,Management,Yes
100499,Communication Skills 101,2022-06-13,Communication,Yes
100499,Project Management Fundamentals,2022-07-03,Technical,Yes
100499,Advanced Communication,2022-08-21,Communication,Yes
100499,Talent Acquisition,2023-01-20,Management,No
100499,Coaching Skills,2023-06-04,Leadership,No
100499,Foundations of Excellence,2023-07-29,Technical,Yes
100499,Cross-functional Collaboration,2023-09-13,Communication,Yes
100500,Strategic Thinking,2018-05-02,Leadership,Yes
100500,Leadership Essentials,2018-05-06,Leadership,Yes
100500,Budget Planning,2018-09-04,Management,No
100500,Cross-functional Collaboration,2019-11-23,Communication,Yes
100500,Communication Skills 101,2020-07-13,Communication,Yes
100500,Power BI Fundamentals,2020-07-15,Technical,No
100500,Data-Driven Decision Making,2020-12-11,Technical,Yes
100500,People Management Basics,2021-02-23,Management,Yes
100500,Compliance Basics,2021-03-02,Compliance,Yes
100500,Advanced Communication,2021-04-06,Communication,Yes
100500,Business Strategy,2021-04-06,Management,Yes
100500,Project Management Fundamentals,2021-05-01,Technical,Yes
100500,Workplace Safety,2021-07-21,Compliance,No
100500,Organizational Leadership,2021-10-18,Management,Yes
100500,Data Privacy & GDPR,2022-02-24,Compliance,No
100500,Executive Leadership Program,2024-01-09,Leadership,Yes
100501,Compliance Basics,2022-12-26,Compliance,Yes
100501,Cross-functional Collaboration,2022-12-26,Communication,Yes
100501,SQL Essentials,2022-12-27,Technical,No
100501,Talent Acquisition,2023-05-12,Management,No
100501,Foundations of Excellence,2023-09-27,Technical,Yes
100501,Business Writing,2023-12-29,Communication,No
100501,Executive Presence,2023-12-31,Leadership,Yes
100501,Communication Skills 101,2025-06-16,Communication,Yes
100501,People Management Basics,2026-01-11,Management,Yes
100501,Organizational Leadership,2026-04-11,Management,Yes
100501,Strategic Thinking,2026-05-22,Leadership,Yes
100502,Talent Acquisition,2018-07-22,Management,No
100502,Communication Skills 101,2019-03-29,Communication,Yes
100502,Compliance Basics,2019-05-09,Compliance,Yes
100502,Foundations of Excellence,2019-12-05,Technical,Yes
100502,Advanced Communication,2020-05-16,Communication,Yes
100502,Presentation Skills,2021-02-21,Communication,No
100502,Strategic Thinking,2021-07-04,Leadership,Yes
100502,Data-Driven Decision Making,2022-06-17,Technical,Yes
100502,Project Management Fundamentals,2022-11-10,Technical,Yes
100502,Coaching Skills,2023-03-16,Leadership,No
100502,SQL Essentials,2023-10-31,Technical,No
100503,Organizational Leadership,2018-07-04,Management,Yes
100503,Foundations of Excellence,2018-08-03,Technical,Yes
100503,Executive Presence,2018-09-05,Leadership,Yes
100503,Cross-functional Collaboration,2019-06-30,Communication,Yes
100503,Advanced Communication,2020-01-14,Communication,Yes
100503,Communication Skills 101,2020-04-01,Communication,Yes
100503,Budget Planning,2022-10-03,Management,No
100503,Strategic Thinking,2022-11-07,Leadership,Yes
100503,Project Management Fundamentals,2024-01-27,Technical,Yes
100503,Change Management,2024-02-26,Leadership,No
100503,Compliance Basics,2024-09-06,Compliance,Yes
100503,Workplace Safety,2025-02-03,Compliance,No
100503,Coaching Skills,2025-04-22,Leadership,No
100503,People Management Basics,2025-05-11,Management,Yes
100504,Compliance Basics,2017-11-09,Compliance,Yes
100504,Excel Advanced,2019-08-25,Technical,No
100504,Project Management Fundamentals,2019-10-14,Technical,Yes
100504,Presentation Skills,2019-10-16,Communication,No
100504,Foundations of Excellence,2021-11-04,Technical,Yes
100504,Advanced Communication,2022-01-04,Communication,Yes
100504,Data-Driven Decision Making,2022-08-19,Technical,Yes
100504,Change Management,2022-08-31,Leadership,No
100504,Negotiation Tactics,2024-05-26,Communication,No
100504,Communication Skills 101,2024-06-08,Communication,Yes
100505,Leadership Essentials,2019-07-30,Leadership,Yes
100505,Advanced Communication,2020-04-21,Communication,Yes
100505,Python for Data Analysis,2020-06-13,Technical,No
100505,Strategic Thinking,2022-06-08,Leadership,Yes
100505,Compliance Basics,2023-03-26,Compliance,Yes
100505,Communication Skills 101,2023-04-08,Communication,Yes
100505,People Management Basics,2023-07-19,Management,Yes
100505,Cross-functional Collaboration,2024-07-09,Communication,Yes
100505,Organizational Leadership,2025-02-11,Management,Yes
100505,Foundations of Excellence,2025-06-13,Technical,Yes
100505,Project Management Fundamentals,2025-11-12,Technical,Yes
100505,Power BI Fundamentals,2026-01-04,Technical,No
100506,Data-Driven Decision Making,2025-12-30,Technical,Yes
100506,Leadership Essentials,2026-02-06,Leadership,Yes
100506,Cross-functional Collaboration,2026-02-07,Communication,Yes
100506,Communication Skills 101,2026-02-09,Communication,Yes
100506,Talent Acquisition,2026-02-10,Management,No
100506,Conflict Resolution,2026-02-22,Leadership,No
100506,Strategic Thinking,2026-03-18,Leadership,Yes
100506,Cloud Computing Basics,2026-04-26,Technical,No
100506,Negotiation Tactics,2026-05-02,Communication,No
100506,Foundations of Excellence,2026-05-05,Technical,Yes
100506,Compliance Basics,2026-05-06,Compliance,Yes
100506,Performance Management,2026-05-19,Management,No
100506,Advanced Communication,2026-05-22,Communication,Yes
100506,Project Management Fundamentals,2026-06-11,Technical,Yes
100507,Power BI Fundamentals,2020-05-22,Technical,No
100507,Foundations of Excellence,2021-03-20,Technical,Yes
100507,Data-Driven Decision Making,2021-10-11,Technical,Yes
100507,Advanced Communication,2022-04-28,Communication,Yes
100507,Compliance Basics,2024-02-26,Compliance,Yes
100507,Project Management Fundamentals,2026-02-16,Technical,Yes
100508,Coaching Skills,2025-08-30,Leadership,No
100508,Excel Advanced,2025-09-23,Technical,No
100508,Project Management Fundamentals,2025-09-29,Technical,Yes
100508,Advanced Communication,2025-11-10,Communication,Yes
100508,Power BI Fundamentals,2025-12-08,Technical,No
100508,Compliance Basics,2025-12-15,Compliance,Yes
100508,Presentation Skills,2026-01-17,Communication,No
100508,Communication Skills 101,2026-03-11,Communication,Yes
100508,Data-Driven Decision Making,2026-05-03,Technical,Yes
100508,Foundations of Excellence,2026-05-15,Technical,Yes
100508,SQL Essentials,2026-05-19,Technical,No
100509,Performance Management,2023-01-10,Management,No
100509,Organizational Leadership,2023-05-28,Management,Yes
100509,Project Management Fundamentals,2023-10-29,Technical,Yes
100509,Strategic Thinking,2024-10-04,Leadership,Yes
100509,Foundations of Excellence,2024-10-13,Technical,Yes
100509,Data-Driven Decision Making,2025-02-01,Technical,Yes
100509,Cross-functional Collaboration,2025-02-16,Communication,Yes
100509,Leadership Essentials,2025-02-22,Leadership,Yes
100509,Compliance Basics,2025-07-16,Compliance,Yes
100509,Workplace Safety,2025-08-20,Compliance,No
100509,Executive Presence,2025-09-30,Leadership,Yes
100509,Excel Advanced,2025-11-21,Technical,No
100509,Communication Skills 101,2026-01-19,Communication,Yes
100510,Project Management Fundamentals,2021-09-28,Technical,Yes
100510,Communication Skills 101,2021-11-05,Communication,Yes
100510,Talent Acquisition,2022-01-14,Management,No
100510,Executive Presence,2022-07-26,Leadership,Yes
100510,Leadership Essentials,2022-09-04,Leadership,Yes
100510,Python for Data Analysis,2023-03-04,Technical,No
100510,Cross-functional Collaboration,2023-05-22,Communication,Yes
100510,Strategic Thinking,2023-08-05,Leadership,Yes
100510,Advanced Communication,2023-09-12,Communication,Yes
100510,Foundations of Excellence,2024-06-28,Technical,Yes
100510,Compliance Basics,2024-08-12,Compliance,Yes
100510,Organizational Leadership,2024-12-19,Management,Yes
100510,Executive Leadership Program,2025-02-07,Leadership,Yes
100510,Conflict Resolution,2025-07-19,Leadership,No
100510,Data Privacy & GDPR,2025-11-22,Compliance,No
100510,Data-Driven Decision Making,2026-01-21,Technical,Yes
100510,Workplace Safety,2026-03-22,Compliance,No
100511,Strategic Thinking,2024-09-19,Leadership,Yes
100511,Compliance Basics,2024-12-21,Compliance,Yes
100511,Business Writing,2025-01-07,Communication,No
100511,Talent Acquisition,2025-01-16,Management,No
100511,Python for Data Analysis,2025-04-17,Technical,No
100511,Communication Skills 101,2025-07-25,Communication,Yes
100511,Project Management Fundamentals,2025-09-25,Technical,Yes
100511,SQL Essentials,2025-11-26,Technical,No
100511,Data-Driven Decision Making,2025-12-06,Technical,Yes
100511,Presentation Skills,2026-02-05,Communication,No
100511,Advanced Communication,2026-03-11,Communication,Yes
100511,Foundations of Excellence,2026-03-28,Technical,Yes
100511,People Management Basics,2026-05-11,Management,Yes
100512,Python for Data Analysis,2025-11-19,Technical,No
100512,Foundations of Excellence,2025-11-25,Technical,Yes
100512,People Management Basics,2025-11-27,Management,Yes
100512,Advanced Communication,2025-12-11,Communication,Yes
100512,Compliance Basics,2025-12-23,Compliance,Yes
100512,Budget Planning,2025-12-27,Management,No
100512,Business Strategy,2025-12-28,Management,Yes
100512,Conflict Resolution,2025-12-29,Leadership,No
100512,SQL Essentials,2026-01-04,Technical,No
100512,Cross-functional Collaboration,2026-01-18,Communication,Yes
100512,Project Management Fundamentals,2026-02-17,Technical,Yes
100512,Strategic Thinking,2026-02-25,Leadership,Yes
100512,Executive Presence,2026-03-06,Leadership,Yes
100513,Strategic Thinking,2026-03-04,Leadership,Yes
100513,Compliance Basics,2026-03-10,Compliance,Yes
100513,Executive Presence,2026-03-28,Leadership,Yes
100513,Business Strategy,2026-04-06,Management,Yes
100513,Cross-functional Collaboration,2026-04-11,Communication,Yes
100513,Project Management Fundamentals,2026-04-13,Technical,Yes
100513,People Management Basics,2026-04-15,Management,Yes
100513,Foundations of Excellence,2026-05-01,Technical,Yes
100513,Communication Skills 101,2026-05-18,Communication,Yes
100513,Leadership Essentials,2026-05-22,Leadership,Yes
100513,Budget Planning,2026-05-22,Management,No
100513,Executive Leadership Program,2026-05-23,Leadership,Yes
100513,Business Writing,2026-05-25,Communication,No
100513,Data-Driven Decision Making,2026-05-28,Technical,Yes
100513,Advanced Communication,2026-05-31,Communication,Yes
100514,Foundations of Excellence,2024-06-17,Technical,Yes
100514,Communication Skills 101,2024-07-11,Communication,Yes
100514,Project Management Fundamentals,2024-08-26,Technical,Yes
100514,Budget Planning,2024-09-18,Management,No
100514,Cross-functional Collaboration,2024-09-24,Communication,Yes
100514,Compliance Basics,2024-12-16,Compliance,Yes
100514,Presentation Skills,2024-12-21,Communication,No
100514,Organizational Leadership,2025-02-17,Management,Yes
100514,Advanced Communication,2025-06-11,Communication,Yes
100514,Leadership Essentials,2025-09-06,Leadership,Yes
100514,Executive Presence,2025-09-11,Leadership,Yes
100514,Strategic Thinking,2025-10-12,Leadership,Yes
100514,Data-Driven Decision Making,2025-12-03,Technical,Yes
100514,Excel Advanced,2025-12-18,Technical,No
100514,Executive Leadership Program,2026-04-26,Leadership,Yes
100515,People Management Basics,2022-11-13,Management,Yes
100515,Project Management Fundamentals,2023-03-18,Technical,Yes
100515,Cross-functional Collaboration,2024-02-24,Communication,Yes
100515,Advanced Communication,2024-05-23,Communication,Yes
100515,Foundations of Excellence,2024-09-14,Technical,Yes
100515,Data-Driven Decision Making,2025-01-15,Technical,Yes
100515,Business Writing,2025-01-17,Communication,No
100515,Compliance Basics,2025-07-30,Compliance,Yes
100515,Strategic Thinking,2025-12-07,Leadership,Yes
100515,Leadership Essentials,2025-12-11,Leadership,Yes
100515,Communication Skills 101,2025-12-24,Communication,Yes
100516,Cloud Computing Basics,2020-05-20,Technical,No
100516,Compliance Basics,2020-06-04,Compliance,Yes
100516,Workplace Safety,2021-03-31,Compliance,No
100516,Organizational Leadership,2021-04-18,Management,Yes
100516,Project Management Fundamentals,2021-11-15,Technical,Yes
100516,Leadership Essentials,2022-01-15,Leadership,Yes
100516,Communication Skills 101,2022-04-06,Communication,Yes
100516,Executive Leadership Program,2022-04-16,Leadership,Yes
100516,Foundations of Excellence,2022-05-02,Technical,Yes
100516,Strategic Thinking,2023-09-08,Leadership,Yes
100516,Cross-functional Collaboration,2023-09-13,Communication,Yes
100516,Advanced Communication,2023-11-19,Communication,Yes
100516,Excel Advanced,2024-01-07,Technical,No
100516,Data-Driven Decision Making,2024-06-30,Technical,Yes
100516,Executive Presence,2024-10-09,Leadership,Yes
100516,Presentation Skills,2024-12-25,Communication,No
100516,Python for Data Analysis,2025-08-10,Technical,No
100516,People Management Basics,2026-02-10,Management,Yes
100517,Strategic Thinking,2018-01-08,Leadership,Yes
100517,Compliance Basics,2019-03-21,Compliance,Yes
100517,Workplace Safety,2020-06-13,Compliance,No
100517,Advanced Communication,2020-06-19,Communication,Yes
100517,Foundations of Excellence,2021-04-19,Technical,Yes
100517,Project Management Fundamentals,2024-01-12,Technical,Yes
100517,Data-Driven Decision Making,2024-08-14,Technical,Yes
100517,Communication Skills 101,2024-10-07,Communication,Yes
100518,Workplace Safety,2021-01-10,Compliance,No
100518,Advanced Communication,2021-03-18,Communication,Yes
100518,Foundations of Excellence,2022-01-08,Technical,Yes
100518,Leadership Essentials,2022-03-09,Leadership,Yes
100518,Strategic Thinking,2022-03-13,Leadership,Yes
100518,Communication Skills 101,2022-05-04,Communication,Yes
100518,Negotiation Tactics,2022-05-19,Communication,No
100518,Compliance Basics,2023-02-08,Compliance,Yes
100518,Business Strategy,2023-03-18,Management,Yes
100518,Executive Presence,2023-09-16,Leadership,Yes
100518,People Management Basics,2024-01-15,Management,Yes
100518,Organizational Leadership,2024-05-08,Management,Yes
100518,Data-Driven Decision Making,2025-01-15,Technical,Yes
100518,Project Management Fundamentals,2025-09-25,Technical,Yes
100518,Data Privacy & GDPR,2026-01-03,Compliance,No
100519,Foundations of Excellence,2022-07-04,Technical,Yes
100519,Python for Data Analysis,2022-08-28,Technical,No
100519,Performance Management,2022-09-15,Management,No
100519,Negotiation Tactics,2022-09-18,Communication,No
100519,Communication Skills 101,2023-08-28,Communication,Yes
100519,Compliance Basics,2025-05-21,Compliance,Yes
100519,Data Privacy & GDPR,2025-06-02,Compliance,No
100520,Organizational Leadership,2025-02-09,Management,Yes
100520,Compliance Basics,2025-03-11,Compliance,Yes
100520,Business Strategy,2025-04-06,Management,Yes
100520,Executive Presence,2025-05-11,Leadership,Yes
100520,Project Management Fundamentals,2025-05-27,Technical,Yes
100520,Cross-functional Collaboration,2025-05-31,Communication,Yes
100520,People Management Basics,2025-11-04,Management,Yes
100520,Executive Leadership Program,2025-11-07,Leadership,Yes
100520,Leadership Essentials,2025-12-27,Leadership,Yes
100520,Data-Driven Decision Making,2026-01-03,Technical,Yes
100520,Communication Skills 101,2026-02-05,Communication,Yes
100520,Foundations of Excellence,2026-02-24,Technical,Yes
100520,Power BI Fundamentals,2026-03-07,Technical,No
100520,Advanced Communication,2026-04-04,Communication,Yes
100520,Budget Planning,2026-05-05,Management,No
100521,Data-Driven Decision Making,2025-12-07,Technical,Yes
100521,Conflict Resolution,2025-12-20,Leadership,No
100521,Advanced Communication,2026-01-02,Communication,Yes
100521,Foundations of Excellence,2026-01-16,Technical,Yes
100521,Project Management Fundamentals,2026-02-09,Technical,Yes
100521,Communication Skills 101,2026-02-17,Communication,Yes
100521,Strategic Thinking,2026-03-02,Leadership,Yes
100521,Compliance Basics,2026-03-22,Compliance,Yes
100521,Cross-functional Collaboration,2026-04-26,Communication,Yes
100522,Budget Planning,2023-05-13,Management,No
